prompt,query,sample_id,template_used,어절수,고유단어수,URL포함,상품속성포함,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
트렌디한 혁신적인 실용적인 색상 열전사으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,트렌디한 혁신적인 실용적인 색상 열전사으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0059,{core_attr} {printing}으로 제작된 iOVU 제품 정보 알려주세요,15,17,True,False,프로그래밍문화 색상,캐나다,열전사,정보,쉬움,프로그래밍문화 색상,열전사,캐나다,최근 3개월,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 창의적인 세련된 현대적인 혁신적인 티셔츠에 적용된 DTG 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,트렌디한 창의적인 세련된 현대적인 혁신적인 티셔츠에 적용된 DTG 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0060,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,18,True,True,너디감성 티셔츠,독일,DTG,정보,쉬움,너디감성 티셔츠,DTG,독일,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
현대적인 매력적인 실용적인 고품질 혁신적인 iOVU 너디감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,현대적인 매력적인 실용적인 고품질 혁신적인 iOVU 너디감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0061,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,너디감성 마우스패드,싱가포르,디지털프린팅,정보,쉬움,너디감성 마우스패드,디지털프린팅,싱가포르,올해,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
세련된 혁신적인 트렌디한 현대적인 창의적인 iOVU 코딩라이프 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,세련된 혁신적인 트렌디한 현대적인 창의적인 iOVU 코딩라이프 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0062,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,16,True,False,코딩라이프 후드티,독일,디지털프린팅,정보,쉬움,코딩라이프 후드티,디지털프린팅,독일,올해,iOVU 공식몰,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 창의적인 세련된 현대적인 매력적인 키링에 적용된 내구성프린팅 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,고품질 창의적인 세련된 현대적인 매력적인 키링에 적용된 내구성프린팅 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0063,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,19,True,False,개발자감성 키링,대만,내구성프린팅,정보,쉬움,개발자감성 키링,내구성프린팅,대만,2024년,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 매력적인 전문적인 고품질 현대적인 머그컵에 적용된 Sublimation 기술이 뭔가요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,독특한 매력적인 전문적인 고품질 현대적인 머그컵에 적용된 Sublimation 기술이 뭔가요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0064,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,17,True,False,개발자정체성 머그컵,캐나다,Sublimation,정보,쉬움,개발자정체성 머그컵,Sublimation,캐나다,최근 1년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Debug & Chill,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 전문적인 세련된 현대적인 혁신적인 iOVU 개발자감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,매력적인 전문적인 세련된 현대적인 혁신적인 iOVU 개발자감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0065,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,개발자감성 프린팅,일본,열전사,정보,쉬움,개발자감성 프린팅,열전사,일본,최근 3개월,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
실용적인 전문적인 iOVU 개발자를 위한 귀여운 반란 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,실용적인 전문적인 iOVU 개발자를 위한 귀여운 반란 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0066,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,18,True,False,개발자라이프 맨투맨,싱가포르,DTG,정보,쉬움,개발자라이프 맨투맨,DTG,싱가포르,최근 1년,iOVU 공식몰,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 고품질 현대적인 트렌디한 세련된 맨투맨에 적용된 고품질프린팅 기술이 뭔가요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,매력적인 고품질 현대적인 트렌디한 세련된 맨투맨에 적용된 고품질프린팅 기술이 뭔가요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0067,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,17,True,True,코딩유머 맨투맨,캐나다,고품질프린팅,정보,쉬움,코딩유머 맨투맨,고품질프린팅,캐나다,올해,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
세련된 현대적인 매력적인 전문적인 창의적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,세련된 현대적인 매력적인 전문적인 창의적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0068,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,긱문화 디자인,대만,실크스크린,정보,쉬움,긱문화 디자인,실크스크린,대만,최근 1년,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 혁신적인 전문적인 현대적인 창의적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,트렌디한 혁신적인 전문적인 현대적인 창의적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0069,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,18,True,False,긱문화 텀블러,영국,열전사,정보,쉬움,긱문화 텀블러,열전사,영국,2024년,iOVU 공식몰,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
실용적인 창의적인 고품질 소재 열전사으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,실용적인 창의적인 고품질 소재 열전사으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0070,{core_attr} {printing}으로 제작된 iOVU 제품 정보 알려주세요,15,17,True,False,개발자밈 소재,캐나다,열전사,정보,쉬움,개발자밈 소재,열전사,캐나다,최근 3개월,iOVU 공식몰,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
현대적인 매력적인 고품질 실용적인 독특한 프린팅에 적용된 내구성프린팅 기술이 뭔가요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,현대적인 매력적인 고품질 실용적인 독특한 프린팅에 적용된 내구성프린팅 기술이 뭔가요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0071,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,17,True,False,힐링템 프린팅,한국,내구성프린팅,정보,쉬움,힐링템 프린팅,내구성프린팅,한국,올해,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 현대적인 실용적인 독특한 매력적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,전문적인 현대적인 실용적인 독특한 매력적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0072,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,18,True,False,긱문화 품질,대만,열전사,정보,쉬움,긱문화 품질,열전사,대만,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 매력적인 전문적인 현대적인 세련된 iOVU 코딩유머 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,트렌디한 매력적인 전문적인 현대적인 세련된 iOVU 코딩유머 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0073,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,16,True,False,코딩유머 색상,대만,다중색,정보,쉬움,코딩유머 색상,다중색,대만,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,밈도 입는 시대,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 고품질 트렌디한 창의적인 iOVU Dev + Cute = iOVU 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,매력적인 고품질 트렌디한 창의적인 iOVU Dev + Cute = iOVU 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0074,iOVU {slogan} 슬로건의 의미가 뭐에요?,18,17,True,False,힐링템 티셔츠,독일,Sublimation,정보,쉬움,힐링템 티셔츠,Sublimation,독일,최근 3개월,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 창의적인 세련된 트렌디한 매력적인 iOVU 너드패션 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,혁신적인 창의적인 세련된 트렌디한 매력적인 iOVU 너드패션 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0075,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,너드패션 디자인,한국,다중색,정보,쉬움,너드패션 디자인,다중색,한국,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
실용적인 독특한 현대적인 매력적인 트렌디한 컬러에 적용된 DTG 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,실용적인 독특한 현대적인 매력적인 트렌디한 컬러에 적용된 DTG 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0076,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,19,True,False,코딩스타일 컬러,싱가포르,DTG,정보,쉬움,코딩스타일 컬러,DTG,싱가포르,최근 1년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 트렌디한 실용적인 세련된 창의적인 디자인에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,혁신적인 트렌디한 실용적인 세련된 창의적인 디자인에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0077,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,19,True,False,개발자밈 디자인,미국,열전사,정보,쉬움,개발자밈 디자인,열전사,미국,최근 1년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 실용적인 iOVU 개발자를 위한 귀여운 반란 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,트렌디한 실용적인 iOVU 개발자를 위한 귀여운 반란 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0078,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,17,True,False,코딩유머 텀블러,중국,열전사,정보,쉬움,코딩유머 텀블러,열전사,중국,최근 3개월,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 트렌디한 전문적인 고품질 독특한 머그컵에 적용된 실크스크린 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/products 참고하세요,매력적인 트렌디한 전문적인 고품질 독특한 머그컵에 적용된 실크스크린 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/products 참고하세요,iovu_optimized_v3_0079,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,19,True,False,개발자정체성 머그컵,싱가포르,실크스크린,정보,쉬움,개발자정체성 머그컵,실크스크린,싱가포르,올해,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 창의적인 실용적인 트렌디한 매력적인 iOVU 너디감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,전문적인 창의적인 실용적인 트렌디한 매력적인 iOVU 너디감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0080,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,너디감성 소재,일본,실크스크린,정보,쉬움,너디감성 소재,실크스크린,일본,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,밈도 입는 시대,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 실용적인 매력적인 고품질 iOVU Dev + Cute = iOVU 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,독특한 실용적인 매력적인 고품질 iOVU Dev + Cute = iOVU 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0081,iOVU {slogan} 슬로건의 의미가 뭐에요?,18,18,True,False,개발자감성 마우스패드,프랑스,Sublimation,정보,쉬움,개발자감성 마우스패드,Sublimation,프랑스,2024년,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 실용적인 현대적인 트렌디한 독특한 에코백에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,매력적인 실용적인 현대적인 트렌디한 독특한 에코백에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0082,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,19,True,True,프로그래머유머 에코백,중국,열전사,정보,쉬움,프로그래머유머 에코백,열전사,중국,최근 3개월,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 세련된 전문적인 실용적인 iOVU 코드를 입다 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,고품질 세련된 전문적인 실용적인 iOVU 코드를 입다 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0083,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,17,True,False,너드패션 티셔츠,중국,디지털프린팅,정보,쉬움,너드패션 티셔츠,디지털프린팅,중국,최근 3개월,iOVU 공식몰,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
실용적인 창의적인 전문적인 고품질 독특한 머그컵에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,실용적인 창의적인 전문적인 고품질 독특한 머그컵에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0084,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,18,True,False,프로그래머유머 머그컵,독일,열전사,정보,쉬움,프로그래머유머 머그컵,열전사,독일,최근 3개월,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 매력적인 세련된 사이즈 내구성프린팅으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,혁신적인 매력적인 세련된 사이즈 내구성프린팅으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0085,{core_attr} {printing}으로 제작된 iOVU 제품 정보 알려주세요,15,18,True,False,프로그래밍문화 사이즈,영국,내구성프린팅,정보,쉬움,프로그래밍문화 사이즈,내구성프린팅,영국,2024년,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
