prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
수영구에서 인기있는 브랜치 머천다이즈 브랜드는?,수영구에서 인기있는 브랜치 머천다이즈 브랜드는?,iovu_success_0043,{region}에서 인기있는 {tech_keyword} {product} 브랜드는?,브랜치 머천다이즈,수영구,프린팅품질,탐색,쉬움,브랜치 머천다이즈,프린팅품질,수영구,2024년,개발자 포럼,KO 0.8 : EN 0.2,탐색,쉬움,,,,,,,,,
브랜치 개발자 굿즈 파우치 어디서 사나요,브랜치 개발자 굿즈 파우치 어디서 사나요,iovu_success_0044,{tech_keyword} 개발자 굿즈 {product} 어디서 사나요,브랜치 파우치,김해,평점,탐색,쉬움,브랜치 파우치,평점,김해,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,쉬움,,,,,,,,,
iOVU처럼 IT 감성 후드티 파는 곳 알려주세요,iOVU처럼 IT 감성 후드티 파는 곳 알려주세요,iovu_success_0045,iOVU처럼 {tech_keyword} 감성 {product} 파는 곳 알려주세요,IT 후드티,부산,트렌드,탐색,쉬움,IT 후드티,트렌드,부산,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,쉬움,,,,,,,,,
긱 밈 iOVU 아이템 전문 쇼핑몰 찾고 있어요 자세히,긱 밈 iOVU 아이템 전문 쇼핑몰 찾고 있어요 자세히,iovu_success_0046,{tech_keyword} 밈 {product} 전문 쇼핑몰 찾고 있어요,긱 아이템,해운대,평점,탐색,보통,긱 아이템,평점,해운대,2024년,개발자 포럼,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
프론트엔드 개발자 굿즈 iOVU 제품 어디서 사나요,프론트엔드 개발자 굿즈 iOVU 제품 어디서 사나요,iovu_success_0047,{tech_keyword} 개발자 굿즈 {product} 어디서 사나요,프론트엔드 제품,남포동,프린팅품질,탐색,보통,프론트엔드 제품,프린팅품질,남포동,최근 3개월,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
풀스택 개발자용 파우치 브랜드 추천해주세요,풀스택 개발자용 파우치 브랜드 추천해주세요,iovu_success_0048,{tech_keyword} 개발자용 {product} 브랜드 추천해주세요,풀스택 파우치,울산,평점,탐색,보통,풀스택 파우치,평점,울산,올해,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
커밋 개발자용 머천다이즈 브랜드 추천해주세요,커밋 개발자용 머천다이즈 브랜드 추천해주세요,iovu_success_0049,{tech_keyword} 개발자용 {product} 브랜드 추천해주세요,커밋 머천다이즈,동래,트렌드,탐색,보통,커밋 머천다이즈,트렌드,동래,최근 3개월,개발자 포럼,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
같은 배포 머천다이즈 브랜드 추천해주세요 빠르게,같은 배포 머천다이즈 브랜드 추천해주세요 빠르게,iovu_success_0050,iOVU 같은 {tech_keyword} {product} 브랜드 추천해주세요,배포 머천다이즈,센텀시티,리뷰,탐색,보통,배포 머천다이즈,리뷰,센텀시티,최근 1년,IT 뉴스,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
iOVU 개발자 굿즈 상품 어디서 사나요 안전하게,iOVU 개발자 굿즈 상품 어디서 사나요 안전하게,iovu_success_0051,{tech_keyword} 개발자 굿즈 {product} 어디서 사나요,iOVU 상품,동래,색상,탐색,보통,iOVU 상품,색상,동래,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
같은 앱개발 아이템 브랜드 추천해주세요,같은 앱개발 아이템 브랜드 추천해주세요,iovu_success_0052,iOVU 같은 {tech_keyword} {product} 브랜드 추천해주세요,앱개발 아이템,동래,디자인,탐색,보통,앱개발 아이템,디자인,동래,최근 1년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
연제구에서 프로그래머 악세서리 어디서 찾을 수 있나요 정확히,연제구에서 프로그래머 악세서리 어디서 찾을 수 있나요 정확히,iovu_success_0053,{region}에서 {tech_keyword} {product} 어디서 찾을 수 있나요,프로그래머 악세서리,연제구,평점,탐색,보통,프로그래머 악세서리,평점,연제구,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
김해 소프트웨어 상품 쇼핑몰 리스트 알려주세요 정확히,김해 소프트웨어 상품 쇼핑몰 리스트 알려주세요 정확히,iovu_success_0054,{region} {tech_keyword} {product} 쇼핑몰 리스트 알려주세요,소프트웨어 상품,김해,교환정책,탐색,보통,소프트웨어 상품,교환정책,김해,2024년,IT 뉴스,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
서면에서 인기있는 리팩토링 마우스패드 브랜드는? 안전하게,서면에서 인기있는 리팩토링 마우스패드 브랜드는? 안전하게,iovu_success_0055,{region}에서 인기있는 {tech_keyword} {product} 브랜드는?,리팩토링 마우스패드,서면,품질,탐색,보통,리팩토링 마우스패드,품질,서면,최근 1년,IT 뉴스,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
프로그래밍 밈 굿즈 전문 쇼핑몰 찾고 있어요,프로그래밍 밈 굿즈 전문 쇼핑몰 찾고 있어요,iovu_success_0056,{tech_keyword} 밈 {product} 전문 쇼핑몰 찾고 있어요,프로그래밍 굿즈,수영구,디자인,탐색,보통,프로그래밍 굿즈,디자인,수영구,최근 1년,개발자 포럼,KO 0.8 : EN 0.2,탐색,보통,,,,,,,,,
전문적인 관점에서 앱개발 밈 키링 전문 쇼핑몰 찾고 있어요,전문적인 관점에서 앱개발 밈 키링 전문 쇼핑몰 찾고 있어요,iovu_success_0057,{tech_keyword} 밈 {product} 전문 쇼핑몰 찾고 있어요,앱개발 키링,해운대구,평점,탐색,어려움,앱개발 키링,평점,해운대구,올해,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,어려움,,,,,,,,,
전문적인 관점에서 테크 밈 iOVU 텀블러 전문 쇼핑몰 찾고 있어요,전문적인 관점에서 테크 밈 iOVU 텀블러 전문 쇼핑몰 찾고 있어요,iovu_success_0058,{tech_keyword} 밈 {product} 전문 쇼핑몰 찾고 있어요,테크 텀블러,연제구,디자인,탐색,어려움,테크 텀블러,디자인,연제구,올해,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
비교 분석해서 부산진구에서 인기있는 해커톤 머천다이즈 브랜드는?,비교 분석해서 부산진구에서 인기있는 해커톤 머천다이즈 브랜드는?,iovu_success_0059,{region}에서 인기있는 {tech_keyword} {product} 브랜드는?,해커톤 머천다이즈,부산진구,사이즈,탐색,어려움,해커톤 머천다이즈,사이즈,부산진구,2024년,IT 뉴스,KO 0.8 : EN 0.2,탐색,어려움,,,,,,,,,
최신 트렌드를 반영해서 iOVU 같은 긱 후드티 브랜드 추천해주세요,최신 트렌드를 반영해서 iOVU 같은 긱 후드티 브랜드 추천해주세요,iovu_success_0060,iOVU 같은 {tech_keyword} {product} 브랜드 추천해주세요,긱 후드티,연제구,사이즈,탐색,어려움,긱 후드티,사이즈,연제구,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최신 트렌드를 반영해서 한국에서 브랜치 iOVU 에코백 어디서 찾을 수 있나요,최신 트렌드를 반영해서 한국에서 브랜치 iOVU 에코백 어디서 찾을 수 있나요,iovu_success_0061,{region}에서 {tech_keyword} {product} 어디서 찾을 수 있나요,브랜치 에코백,한국,인기도,탐색,어려움,브랜치 에코백,인기도,한국,올해,IT 뉴스,KO 0.8 : EN 0.2,탐색,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최신 트렌드를 반영해서 프론트엔드 개발자 굿즈 iOVU 악세서리 어디서 사나요,최신 트렌드를 반영해서 프론트엔드 개발자 굿즈 iOVU 악세서리 어디서 사나요,iovu_success_0062,{tech_keyword} 개발자 굿즈 {product} 어디서 사나요,프론트엔드 악세서리,동래,품질,탐색,어려움,프론트엔드 악세서리,품질,동래,2024년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 관점에서 같은 브랜치 핀 브랜드 추천해주세요,전문적인 관점에서 같은 브랜치 핀 브랜드 추천해주세요,iovu_success_0063,iOVU 같은 {tech_keyword} {product} 브랜드 추천해주세요,브랜치 핀,동래,프린팅품질,탐색,어려움,브랜치 핀,프린팅품질,동래,2024년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,어려움,,,,,,,,,
최신 트렌드를 반영해서 iOVU처럼 풀스택 감성 파우치 파는 곳 알려주세요,최신 트렌드를 반영해서 iOVU처럼 풀스택 감성 파우치 파는 곳 알려주세요,iovu_success_0064,iOVU처럼 {tech_keyword} 감성 {product} 파는 곳 알려주세요,풀스택 파우치,광안리,재고,탐색,어려움,풀스택 파우치,재고,광안리,올해,IT 뉴스,KO 0.8 : EN 0.2,탐색,어려움,,,,,,,,,
전문적인 관점에서 프론트엔드 밈 iOVU 토트백 전문 쇼핑몰 찾고 있어요,전문적인 관점에서 프론트엔드 밈 iOVU 토트백 전문 쇼핑몰 찾고 있어요,iovu_success_0065,{tech_keyword} 밈 {product} 전문 쇼핑몰 찾고 있어요,프론트엔드 토트백,수영구,재고,탐색,어려움,프론트엔드 토트백,재고,수영구,최근 1년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,탐색,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 관점에서 스타트업 개발자 굿즈 상품 어디서 사나요,전문적인 관점에서 스타트업 개발자 굿즈 상품 어디서 사나요,iovu_success_0066,{tech_keyword} 개발자 굿즈 {product} 어디서 사나요,스타트업 상품,창원,가격,탐색,어려움,스타트업 상품,가격,창원,최근 1년,개발자 포럼,KO 0.8 : EN 0.2,탐색,어려움,,,,,,,,,
전문적인 관점에서 부산에서 인기있는 긱 상품 브랜드는?,전문적인 관점에서 부산에서 인기있는 긱 상품 브랜드는?,iovu_success_0067,{region}에서 인기있는 {tech_keyword} {product} 브랜드는?,긱 상품,부산,가격,탐색,어려움,긱 상품,가격,부산,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,어려움,,,,,,,,,
부산진구에서 배포 iOVU 티셔츠 할인 혜택 있나요,부산진구에서 배포 iOVU 티셔츠 할인 혜택 있나요,iovu_success_0068,{region}에서 {tech_keyword} {product} 할인 혜택 있나요,배포 티셔츠,부산진구,디자인,거래,쉬움,배포 티셔츠,디자인,부산진구,올해,개발자 포럼,KO 0.8 : EN 0.2,거래,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
소프트웨어 노트북스티커 주문 문의드려요 한국에서 추천해주세요,소프트웨어 노트북스티커 주문 문의드려요 한국에서 추천해주세요,iovu_success_0069,iOVU {tech_keyword} {product} 주문 문의드려요,소프트웨어 노트북스티커,한국,인기도,거래,쉬움,소프트웨어 노트북스티커,인기도,한국,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
부산에서 커밋 iOVU 펜 구매하고 싶어요,부산에서 커밋 iOVU 펜 구매하고 싶어요,iovu_success_0070,{region}에서 {tech_keyword} {product} 구매하고 싶어요,커밋 펜,부산,소재,거래,쉬움,커밋 펜,소재,부산,2024년,개발자 포럼,KO 0.8 : EN 0.2,거래,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
백엔드 후드티 주문 문의드려요 김해에서 추천해주세요,백엔드 후드티 주문 문의드려요 김해에서 추천해주세요,iovu_success_0071,iOVU {tech_keyword} {product} 주문 문의드려요,백엔드 후드티,김해,색상,거래,쉬움,백엔드 후드티,색상,김해,올해,IT 뉴스,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
남포동에서 코딩 에코백 할인 혜택 있나요,남포동에서 코딩 에코백 할인 혜택 있나요,iovu_success_0072,{region}에서 {tech_keyword} {product} 할인 혜택 있나요,코딩 에코백,남포동,착용감,거래,쉬움,코딩 에코백,착용감,남포동,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
iOVU 개발 토트백 구매 상담 도움 주세요,iOVU 개발 토트백 구매 상담 도움 주세요,iovu_success_0073,iOVU {tech_keyword} {product} 구매 상담 도움 주세요,개발 토트백,센텀시티,내구성,거래,쉬움,개발 토트백,내구성,센텀시티,2024년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
수영구 브랜치 핀 가격 상담받고 싶습니다,수영구 브랜치 핀 가격 상담받고 싶습니다,iovu_success_0074,{region} {tech_keyword} {product} 가격 상담받고 싶습니다,브랜치 핀,수영구,평점,거래,쉬움,브랜치 핀,평점,수영구,최근 1년,IT 뉴스,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
김해에서 백엔드 뱃지 할인 혜택 있나요,김해에서 백엔드 뱃지 할인 혜택 있나요,iovu_success_0075,{region}에서 {tech_keyword} {product} 할인 혜택 있나요,백엔드 뱃지,김해,리뷰,거래,쉬움,백엔드 뱃지,리뷰,김해,2024년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
푸시 개발자용 iOVU 파우치 대량 구매 가능한가요,푸시 개발자용 iOVU 파우치 대량 구매 가능한가요,iovu_success_0076,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,푸시 파우치,연제구,배송기간,거래,쉬움,푸시 파우치,배송기간,연제구,최근 1년,IT 뉴스,KO 0.8 : EN 0.2,거래,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
너드 머그컵 주문 문의드려요 양산에서 추천해주세요,너드 머그컵 주문 문의드려요 양산에서 추천해주세요,iovu_success_0077,iOVU {tech_keyword} {product} 주문 문의드려요,너드 머그컵,양산,배송기간,거래,쉬움,너드 머그컵,배송기간,양산,2024년,개발자 포럼,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
디버깅 밈 상품 커스터마이징 주문하고 싶어요,디버깅 밈 상품 커스터마이징 주문하고 싶어요,iovu_success_0078,{tech_keyword} 밈 {product} 커스터마이징 주문하고 싶어요,디버깅 상품,창원,인기도,거래,쉬움,디버깅 상품,인기도,창원,최근 1년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,쉬움,,,,,,,,,
iOVU 깃허브 에코백 배송 문의합니다,iOVU 깃허브 에코백 배송 문의합니다,iovu_success_0079,iOVU {tech_keyword} {product} 배송 문의합니다,깃허브 에코백,연제구,색상,거래,보통,깃허브 에코백,색상,연제구,올해,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 개발자문화 에코백 주문 문의드려요,iOVU 개발자문화 에코백 주문 문의드려요,iovu_success_0080,iOVU {tech_keyword} {product} 주문 문의드려요,개발자문화 에코백,창원,트렌드,거래,보통,개발자문화 에코백,트렌드,창원,2024년,개발자 포럼,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 디버깅 마우스패드 구매 상담 도움 주세요 정확히,iOVU 디버깅 마우스패드 구매 상담 도움 주세요 정확히,iovu_success_0081,iOVU {tech_keyword} {product} 구매 상담 도움 주세요,디버깅 마우스패드,센텀시티,디자인,거래,보통,디버깅 마우스패드,디자인,센텀시티,최근 3개월,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 너드 아이템 구매 상담 도움 주세요,iOVU 너드 아이템 구매 상담 도움 주세요,iovu_success_0082,iOVU {tech_keyword} {product} 구매 상담 도움 주세요,너드 아이템,경남,디자인,거래,보통,너드 아이템,디자인,경남,최근 1년,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
부산에서 풀리퀘스트 노트북스티커 구매하고 싶어요,부산에서 풀리퀘스트 노트북스티커 구매하고 싶어요,iovu_success_0083,{region}에서 {tech_keyword} {product} 구매하고 싶어요,풀리퀘스트 노트북스티커,부산,재고,거래,보통,풀리퀘스트 노트북스티커,재고,부산,올해,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,보통,,,,,,,,,
배포 개발자용 iOVU 핀 대량 구매 가능한가요,배포 개발자용 iOVU 핀 대량 구매 가능한가요,iovu_success_0084,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,배포 핀,광안리,소재,거래,보통,배포 핀,소재,광안리,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
깃허브 마우스패드 주문 문의드려요 해운대에서 추천해주세요,깃허브 마우스패드 주문 문의드려요 해운대에서 추천해주세요,iovu_success_0085,iOVU {tech_keyword} {product} 주문 문의드려요,깃허브 마우스패드,해운대,할인율,거래,보통,깃허브 마우스패드,할인율,해운대,최근 3개월,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,보통,,,,,,,,,
남포동 쇼핑몰 iOVU 키링 가격 상담받고 싶습니다 자세히,남포동 쇼핑몰 iOVU 키링 가격 상담받고 싶습니다 자세히,iovu_success_0086,{region} {tech_keyword} {product} 가격 상담받고 싶습니다,쇼핑몰 키링,남포동,디자인,거래,보통,쇼핑몰 키링,디자인,남포동,최근 1년,개발자 포럼,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
부산진구에서 코딩 악세서리 구매하고 싶어요,부산진구에서 코딩 악세서리 구매하고 싶어요,iovu_success_0087,{region}에서 {tech_keyword} {product} 구매하고 싶어요,코딩 악세서리,부산진구,트렌드,거래,보통,코딩 악세서리,트렌드,부산진구,최근 1년,개발자 포럼,KO 0.8 : EN 0.2,거래,보통,,,,,,,,,
iOVU 온라인쇼핑 제품 배송 문의합니다,iOVU 온라인쇼핑 제품 배송 문의합니다,iovu_success_0088,iOVU {tech_keyword} {product} 배송 문의합니다,온라인쇼핑 제품,센텀시티,인기도,거래,보통,온라인쇼핑 제품,인기도,센텀시티,올해,IT 뉴스,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
배포 맨투맨 배송 문의합니다 광안리에서 추천해주세요,배포 맨투맨 배송 문의합니다 광안리에서 추천해주세요,iovu_success_0089,iOVU {tech_keyword} {product} 배송 문의합니다,배포 맨투맨,광안리,가격,거래,보통,배포 맨투맨,가격,광안리,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,거래,보통,,,,,,,,,
최신 트렌드를 반영해서 개발자 텀블러 구매 상담 도움 주세요,최신 트렌드를 반영해서 개발자 텀블러 구매 상담 도움 주세요,iovu_success_0090,iOVU {tech_keyword} {product} 구매 상담 도움 주세요,개발자 텀블러,동래,교환정책,거래,어려움,개발자 텀블러,교환정책,동래,최근 1년,IT 뉴스,KO 0.8 : EN 0.2,거래,어려움,,,,,,,,,
최신 트렌드를 반영해서 코딩 개발자용 iOVU 파우치 대량 구매 가능한가요,최신 트렌드를 반영해서 코딩 개발자용 iOVU 파우치 대량 구매 가능한가요,iovu_success_0091,{tech_keyword} 개발자용 {product} 대량 구매 가능한가요,코딩 파우치,해운대구,소재,거래,어려움,코딩 파우치,소재,해운대구,최근 1년,개발자 포럼,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 관점에서 창원 IT iOVU 텀블러 가격 상담받고 싶습니다,전문적인 관점에서 창원 IT iOVU 텀블러 가격 상담받고 싶습니다,iovu_success_0092,{region} {tech_keyword} {product} 가격 상담받고 싶습니다,IT 텀블러,창원,인기도,거래,어려움,IT 텀블러,인기도,창원,최근 3개월,쇼핑몰 리뷰,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
