question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
(창원)에서 (소송및분쟁해결) 전문 변호사의 (전문인력)와 (부산지방법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,284,소송및분쟁해결,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:42.809640,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 관련 (해결율) 통계를 (10년추세) 기간으로 정리해주세요.,정보조회,보통,동래,KO,285,형사법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:44.063654,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (개인정보보호) 전문 변호사의 (해결율)와 (부산변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,286,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:45.426597,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (양산) (개인정보보호) 분야의 (시간당비용)를 알려줘.,정보조회,보통,동래,KO,287,개인정보보호,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:46.684502,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산) (조세법무) 분야의 (착수금)를 알려줘.,정보조회,보통,동래,KO,288,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:47.940803,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (변호사인원) 통계를 (2025년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,289,환경법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:49.182378,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (창원) (금융법무) 분야의 (승소율)를 알려줘.,정보조회,보통,동래,KO,290,금융법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:50.403444,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(금융법무) 관련 (수임료) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,291,금융법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:51.651786,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (창원) (소송및분쟁해결) 분야의 (법적정확성)를 알려줘.,정보조회,보통,동래,KO,292,소송및분쟁해결,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:52.899939,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(양산)에서 (노동법무) 전문 변호사의 (변호사인원)와 (부산지방법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,293,노동법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:54.141859,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (경남) (의료헬스케어법무) 변호사 (승소율) 평균은?,거래상담,보통,동래,KO,294,의료헬스케어법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:55.413308,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (양산) (의료헬스케어법무) 변호사 (서비스품질) 평균은?,거래상담,보통,동래,KO,295,의료헬스케어법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:56.652658,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(계약법무) 사건의 (파트너수) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,296,계약법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:58.053465,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(건설인프라법무) 사건의 (전문인력) 기준과 (양산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,297,건설인프라법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:32:59.340523,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산) (부동산법무) 변호사 (변호사인원) 평균은?,거래상담,보통,동래,KO,298,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:00.569041,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부동산법무) 관련 (승소율) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,299,부동산법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:01.832746,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (계약법무) 전문 변호사의 (승소율)와 (대한변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,300,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:03.070558,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (법적정확성) 통계를 (최근3년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,301,환경법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:04.326726,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (금융법무) 사건의 (시장점유율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,302,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:05.562233,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (금융법무) 사건의 (전문성)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,303,금융법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:06.806414,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (IT통신법무) 사건의 (승소율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,304,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:08.045261,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (IT통신법무) 사건의 (고객만족도)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,305,IT통신법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:09.269945,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (양산) (노동법무) 변호사 (총비용) 평균은?,거래상담,보통,동래,KO,306,노동법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:10.516233,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(경남)에서 (노동법무) 전문 변호사의 (사건처리속도)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,307,노동법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:11.756242,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(양산)에서 (계약법무) 전문 변호사의 (파트너수)와 (부산법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,308,계약법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:12.995595,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(김해)에서 (개인정보보호) 전문 변호사의 (총비용)와 (대법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,309,개인정보보호,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:14.241118,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부산) (지적재산권) 변호사 (변호사인원) 평균은?,거래상담,보통,동래,KO,310,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:15.509996,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(지적재산권) 사건의 (성공보수) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,311,지적재산권,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:16.743493,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부산) (노동법무) 변호사 (전문인력) 평균은?,거래상담,보통,동래,KO,312,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:17.978078,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (경남) (건설인프라법무) 변호사 (시설규모) 평균은?,거래상담,보통,동래,KO,313,건설인프라법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:19.224414,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산) (계약법무) 분야의 (시간당비용)를 알려줘.,정보조회,보통,동래,KO,314,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:20.460619,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부산해운대) (계약법무) 분야의 (고객만족도)를 알려줘.,정보조회,보통,동래,KO,315,계약법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:21.716717,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (부산) (환경법무) 분야의 (시간당비용)를 알려줘.,정보조회,보통,동래,KO,316,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:23.081115,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(계약법무) 관련 (시설규모) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,317,계약법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:24.298786,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 사건의 (변호사인원) 기준과 (양산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,318,형사법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:25.565944,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 관련 (총비용) 통계를 (2025년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,319,형사법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:26.893808,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(양산) (개인정보보호) 변호사 (수임료)가 보통 얼마인가요?,정보조회,쉬움,동래,KO,320,개인정보보호,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:28.136669,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(울산)에서 (환경법무) 전문 변호사의 (파트너수)와 (법률신문) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,321,환경법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:29.390728,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (지적재산권) 사건의 (승소율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,322,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:30.629794,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (지적재산권) 전문 변호사의 (법적정확성)와 (부산변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,323,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:31.899633,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (형사법무) 전문 변호사의 (착수금)와 (부산법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,324,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:33.122304,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (부산) (조세법무) 분야의 (시장점유율)를 알려줘.,정보조회,보통,동래,KO,325,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:34.368780,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (부산) (부동산법무) 변호사 (고객대응품질) 평균은?,거래상담,보통,동래,KO,326,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:35.617618,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산해운대)에서 (부동산법무) 전문 변호사의 (사건처리속도)와 (KISDI) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,327,부동산법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:36.845538,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(의료헬스케어법무) 관련 (전문인력) 통계를 (최근3년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,328,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:38.099285,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (양산) (지적재산권) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,329,지적재산권,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:39.377789,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (노동법무) 사건의 (파트너수)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,330,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:40.640723,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(경남)에서 (노동법무) 전문 변호사의 (지원인력)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,331,노동법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:41.911478,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산) (형사법무) 변호사 (착수금)가 보통 얼마인가요?,정보조회,쉬움,동래,KO,332,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:43.182664,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(의료헬스케어법무) 관련 (해결율) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,333,의료헬스케어법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:44.497540,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(기업법무) 관련 (지원인력) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,334,기업법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:45.735467,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(기업법무) 관련 (착수금) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,335,기업법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:46.999792,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (해결율) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,336,환경법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:48.226140,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
