prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
창원 형사법무 관련 전문성 정보를 알려주세요,급하게 상속 관련 상담이 필요해요 알려주세요,clean_prompt_0210,창원 형사법무 관련 전문성 정보를 알려주세요,,,,거래상담,보통,형사법무,전문성,창원,최근5년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 건설인프라법무 관련 성공보수 정보를 알려주세요,전문적으로 상속 관련 상담이 필요해요,clean_prompt_0211,부산연제구 건설인프라법무 관련 성공보수 정보를 알려주세요,,,,거래상담,보통,건설인프라법무,성공보수,부산연제구,2024년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 IT통신법무 관련 성공보수 정보를 알려주세요,전문적으로 상속 관련 상담이 필요해요 도움주세요,clean_prompt_0212,부산연제구 IT통신법무 관련 성공보수 정보를 알려주세요,,,,거래상담,보통,IT통신법무,성공보수,부산연제구,최근3년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 금융법무 관련 법적정확성 정보를 알려주세요,전문적으로 상속 관련 상담이 필요해요 상담받고 싶어요,clean_prompt_0213,울산 금융법무 관련 법적정확성 정보를 알려주세요,,,,거래상담,보통,금융법무,법적정확성,울산,2025년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 건설인프라법무 관련 브랜드인지도 정보를 알려주세요,전문적으로 상속 관련 상담이 필요해요 문의드려요,clean_prompt_0214,김해 건설인프라법무 관련 브랜드인지도 정보를 알려주세요,,,,거래상담,보통,건설인프라법무,브랜드인지도,김해,2019-2023년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 의료헬스케어법무 관련 사건처리속도 정보를 알려주세요,전문적으로 상속 관련 상담이 필요해요 알려주세요,clean_prompt_0215,창원 의료헬스케어법무 관련 사건처리속도 정보를 알려주세요,,,,거래상담,보통,의료헬스케어법무,사건처리속도,창원,최근3년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면에서 계약법무 변호사 찾고 있어요,신속하게 상속 관련 상담이 필요해요,clean_prompt_0216,부산서면에서 계약법무 변호사 찾고 있어요,,,,거래상담,쉬움,계약법무,고객대응품질,부산서면,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 소송및분쟁해결 관련 승소율 정보를 알려주세요,신속하게 상속 관련 상담이 필요해요 도움주세요,clean_prompt_0217,부산해운대 소송및분쟁해결 관련 승소율 정보를 알려주세요,,,,거래상담,보통,소송및분쟁해결,승소율,부산해운대,2024년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 환경법무 관련 변호사인원 정보를 알려주세요,신속하게 상속 관련 상담이 필요해요 상담받고 싶어요,clean_prompt_0218,창원 환경법무 관련 변호사인원 정보를 알려주세요,,,,거래상담,보통,환경법무,변호사인원,창원,2024년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 개인정보보호 관련 시간당비용 정보를 알려주세요,신속하게 상속 관련 상담이 필요해요 문의드려요,clean_prompt_0219,울산 개인정보보호 관련 시간당비용 정보를 알려주세요,,,,거래상담,보통,개인정보보호,시간당비용,울산,최근5년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 기업법무 관련 시장점유율 정보를 알려주세요,신속하게 상속 관련 상담이 필요해요 알려주세요,clean_prompt_0220,부산 기업법무 관련 시장점유율 정보를 알려주세요,,,,거래상담,보통,기업법무,시장점유율,부산,2024년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 기업법무 사건 변호사 상담료는 대략 얼마인가요?,정확하게 상속 관련 상담이 필요해요,clean_prompt_0221,창원 기업법무 사건 변호사 상담료는 대략 얼마인가요?,,,,거래상담,쉬움,기업법무,시간당비용,창원,최근5년,대한변협,KO 0.9 : EN 0.1,거래상담,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 부동산법무 관련 변호사인원 정보를 알려주세요,정확하게 상속 관련 상담이 필요해요 도움주세요,clean_prompt_0222,김해 부동산법무 관련 변호사인원 정보를 알려주세요,,,,거래상담,보통,부동산법무,변호사인원,김해,2024년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 기업법무 관련 고객대응품질 정보를 알려주세요,정확하게 상속 관련 상담이 필요해요 상담받고 싶어요,clean_prompt_0223,부산해운대 기업법무 관련 고객대응품질 정보를 알려주세요,,,,거래상담,보통,기업법무,고객대응품질,부산해운대,2024년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 조세법무 관련 해결율 정보를 알려주세요,정확하게 상속 관련 상담이 필요해요 문의드려요,clean_prompt_0224,부울경 조세법무 관련 해결율 정보를 알려주세요,,,,거래상담,보통,조세법무,해결율,부울경,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 지적재산권 관련 수임료 정보를 알려주세요,정확하게 상속 관련 상담이 필요해요 알려주세요,clean_prompt_0225,부울경 지적재산권 관련 수임료 정보를 알려주세요,,,,거래상담,보통,지적재산권,수임료,부울경,최근3년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
형사법무 관련 착수금 정보가 필요해요,노동법 위반 신고하고 싶어요,clean_prompt_0226,형사법무 관련 착수금 정보가 필요해요,,,,정보조회,쉬움,형사법무,착수금,부산해운대,최근3년,부산법원,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 지적재산권 관련 착수금 정보를 알려주세요,노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0227,창원 지적재산권 관련 착수금 정보를 알려주세요,,,,거래상담,보통,지적재산권,착수금,창원,2024년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 형사법무 관련 지원인력 정보를 알려주세요,노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0228,울산 형사법무 관련 지원인력 정보를 알려주세요,,,,거래상담,보통,형사법무,지원인력,울산,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 계약법무 관련 파트너수 정보를 알려주세요,노동법 위반 신고하고 싶어요 문의드려요,clean_prompt_0229,부산연제구 계약법무 관련 파트너수 정보를 알려주세요,,,,거래상담,보통,계약법무,파트너수,부산연제구,10년추세,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 형사법무 관련 사건처리속도 정보를 알려주세요,노동법 위반 신고하고 싶어요 알려주세요,clean_prompt_0230,부산서면 형사법무 관련 사건처리속도 정보를 알려주세요,,,,정보조회,보통,형사법무,사건처리속도,부산서면,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경에서 금융법무 전문 로펌을 어디서 찾을 수 있나요?,급하게 노동법 위반 신고하고 싶어요,clean_prompt_0231,부울경에서 금융법무 전문 로펌을 어디서 찾을 수 있나요?,,,,정보조회,쉬움,금융법무,전문성,부울경,2019-2023년,KISDI,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 의료헬스케어법무 관련 고객대응품질 정보를 알려주세요,급하게 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0232,울산 의료헬스케어법무 관련 고객대응품질 정보를 알려주세요,,,,거래상담,보통,의료헬스케어법무,고객대응품질,울산,팬데믹이후,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 지적재산권 관련 변호사인원 정보를 알려주세요,급하게 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0233,부산연제구 지적재산권 관련 변호사인원 정보를 알려주세요,,,,거래상담,보통,지적재산권,변호사인원,부산연제구,최근3년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 지적재산권 관련 전문인력 정보를 알려주세요,급하게 노동법 위반 신고하고 싶어요 문의드려요,clean_prompt_0234,경남 지적재산권 관련 전문인력 정보를 알려주세요,,,,거래상담,보통,지적재산권,전문인력,경남,2025년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 형사법무 관련 서비스품질 정보를 알려주세요,급하게 노동법 위반 신고하고 싶어요 알려주세요,clean_prompt_0235,부산서면 형사법무 관련 서비스품질 정보를 알려주세요,,,,정보조회,보통,형사법무,서비스품질,부산서면,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 형사법무 관련 시설규모 정보를 알려주세요,전문적으로 노동법 위반 신고하고 싶어요,clean_prompt_0236,부산 형사법무 관련 시설규모 정보를 알려주세요,,,,정보조회,보통,형사법무,시설규모,부산,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 조세법무 관련 시간당비용 정보를 알려주세요,전문적으로 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0237,창원 조세법무 관련 시간당비용 정보를 알려주세요,,,,거래상담,보통,조세법무,시간당비용,창원,최근3년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 소송및분쟁해결 관련 지원인력 정보를 알려주세요,전문적으로 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0238,창원 소송및분쟁해결 관련 지원인력 정보를 알려주세요,,,,거래상담,보통,소송및분쟁해결,지원인력,창원,최근5년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 형사법무 관련 착수금 정보를 알려주세요,전문적으로 노동법 위반 신고하고 싶어요 문의드려요,clean_prompt_0239,창원 형사법무 관련 착수금 정보를 알려주세요,,,,거래상담,보통,형사법무,착수금,창원,최근3년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 기업법무 관련 법적정확성 정보를 알려주세요,전문적으로 노동법 위반 신고하고 싶어요 알려주세요,clean_prompt_0240,부산서면 기업법무 관련 법적정확성 정보를 알려주세요,,,,정보조회,보통,기업법무,법적정확성,부산서면,2019-2023년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 형사법무 관련 수임료 정보를 알려주세요,신속하게 노동법 위반 신고하고 싶어요,clean_prompt_0241,양산 형사법무 관련 수임료 정보를 알려주세요,,,,정보조회,보통,형사법무,수임료,양산,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 부동산법무 관련 해결율 정보를 알려주세요,신속하게 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0242,부산서면 부동산법무 관련 해결율 정보를 알려주세요,,,,거래상담,보통,부동산법무,해결율,부산서면,2025년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 형사법무 관련 수임료 정보를 알려주세요,신속하게 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0243,부산해운대 형사법무 관련 수임료 정보를 알려주세요,,,,거래상담,보통,형사법무,수임료,부산해운대,최근5년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 소송및분쟁해결 관련 서비스품질 정보를 알려주세요,신속하게 노동법 위반 신고하고 싶어요 문의드려요,clean_prompt_0244,경남 소송및분쟁해결 관련 서비스품질 정보를 알려주세요,,,,거래상담,보통,소송및분쟁해결,서비스품질,경남,2024년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 지적재산권 관련 시설규모 정보를 알려주세요,신속하게 노동법 위반 신고하고 싶어요 알려주세요,clean_prompt_0245,경남 지적재산권 관련 시설규모 정보를 알려주세요,,,,정보조회,보통,지적재산권,시설규모,경남,최근3년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 노동법무 관련 시설규모 정보를 알려주세요,정확하게 노동법 위반 신고하고 싶어요,clean_prompt_0246,부울경 노동법무 관련 시설규모 정보를 알려주세요,,,,정보조회,보통,노동법무,시설규모,부울경,2024년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 관련 해결율 정보를 알려주세요,정확하게 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0247,부산 의료헬스케어법무 관련 해결율 정보를 알려주세요,,,,거래상담,보통,의료헬스케어법무,해결율,부산,최근3년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 건설인프라법무 관련 지원인력 정보를 알려주세요,정확하게 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0248,부산해운대 건설인프라법무 관련 지원인력 정보를 알려주세요,,,,거래상담,보통,건설인프라법무,지원인력,부산해운대,팬데믹이후,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 금융법무 관련 법적정확성 정보를 알려주세요,정확하게 노동법 위반 신고하고 싶어요 문의드려요,clean_prompt_0249,울산 금융법무 관련 법적정확성 정보를 알려주세요,,,,거래상담,보통,금융법무,법적정확성,울산,2019-2023년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 개인정보보호 관련 착수금 정보를 알려주세요,정확하게 노동법 위반 신고하고 싶어요 알려주세요,clean_prompt_0250,울산 개인정보보호 관련 착수금 정보를 알려주세요,,,,정보조회,보통,개인정보보호,착수금,울산,10년추세,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 계약법무 관련 성공보수 정보를 알려주세요,신속하게 경남에서 계약법무 세무조사 대응 방법을 알고 싶어요 상담받고 싶어요,clean_prompt_0251,경남 계약법무 관련 성공보수 정보를 알려주세요,계약법무,경남,,거래상담,보통,계약법무,성공보수,경남,2025년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 계약법무 관련 브랜드인지도 정보를 알려주세요,계약법무 전문가 세무조사 대응 방법을 알고 싶어요,clean_prompt_0252,부산 계약법무 관련 브랜드인지도 정보를 알려주세요,계약법무,,,정보조회,보통,계약법무,브랜드인지도,부산,2024년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 의료헬스케어법무 관련 해결율 정보를 알려주세요,경남 지역 세무조사 대응 방법을 알고 싶어요,clean_prompt_0253,경남 의료헬스케어법무 관련 해결율 정보를 알려주세요,,경남,,정보조회,보통,의료헬스케어법무,해결율,경남,10년추세,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
