prompt,query,sample_id,template_used,어절수,고유단어수,URL포함,상품속성포함,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
호주 GitHub 트렌드 분석을 바탕으로 iOVU 컬러 제품의 Sublimation 품질 향상과 개발자감성 컨텐츠 전략의 시너지 효과를 평가해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,호주 GitHub 트렌드 분석을 바탕으로 iOVU 컬러 제품의 Sublimation 품질 향상과 개발자감성 컨텐츠 전략의 시너지 효과를 평가해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0027,{country} {community} 트렌드 분석을 바탕으로 iOVU {core_attr} 제품의 {printing} 품질 향상과 {meme} 컨텐츠 전략의 시너지 효과를 평가해주세요,22,24,True,False,개발자감성 컬러,호주,Sublimation,정보,어려움,개발자감성 컬러,Sublimation,호주,올해,디스코드,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU가 'Nerdy is the new cool' 브랜딩 전략으로 에코백 시장에서 Sublimation 기술과 밈컬렉션 문화를 결합하여 얻는 마케팅 효과를 정량적으로 분석해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iOVU가 'Nerdy is the new cool' 브랜딩 전략으로 에코백 시장에서 Sublimation 기술과 밈컬렉션 문화를 결합하여 얻는 마케팅 효과를 정량적으로 분석해주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0028,iOVU가 '{slogan}' 브랜딩 전략으로 {core_attr} 시장에서 {printing} 기술과 {meme} 문화를 결합하여 얻는 마케팅 효과를 정량적으로 분석해주세요,25,28,True,True,밈컬렉션 에코백,일본,Sublimation,정보,어려움,밈컬렉션 에코백,Sublimation,일본,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU의 밈도 입는 시대 철학이 에코백 제품 디자인과 다중색 공정에 미치는 영향을 코딩스타일 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iOVU의 밈도 입는 시대 철학이 에코백 제품 디자인과 다중색 공정에 미치는 영향을 코딩스타일 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0029,iOVU의 {slogan} 철학이 {core_attr} 제품 디자인과 {printing} 공정에 미치는 영향을 {meme} 문화 관점에서 심층 분석해주세요,22,24,True,True,코딩스타일 에코백,대만,다중색,정보,어려움,코딩스타일 에코백,다중색,대만,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,밈도 입는 시대,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU의 Debug & Chill 철학이 소재 제품 디자인과 고품질프린팅 공정에 미치는 영향을 밈컬렉션 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iOVU의 Debug & Chill 철학이 소재 제품 디자인과 고품질프린팅 공정에 미치는 영향을 밈컬렉션 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0030,iOVU의 {slogan} 철학이 {core_attr} 제품 디자인과 {printing} 공정에 미치는 영향을 {meme} 문화 관점에서 심층 분석해주세요,22,25,True,False,밈컬렉션 소재,호주,고품질프린팅,정보,어려움,밈컬렉션 소재,고품질프린팅,호주,최근 1년,GitHub,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Debug & Chill,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU의 코드를 입다 철학이 토트백 제품 디자인과 열전사 공정에 미치는 영향을 밈컬렉션 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iOVU의 코드를 입다 철학이 토트백 제품 디자인과 열전사 공정에 미치는 영향을 밈컬렉션 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0031,iOVU의 {slogan} 철학이 {core_attr} 제품 디자인과 {printing} 공정에 미치는 영향을 {meme} 문화 관점에서 심층 분석해주세요,21,23,True,True,밈컬렉션 토트백,미국,열전사,정보,어려움,밈컬렉션 토트백,열전사,미국,최근 1년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU가 'Developer Fashion' 브랜딩 전략으로 텀블러 시장에서 열전사 기술과 개발자감성 문화를 결합하여 얻는 마케팅 효과를 정량적으로 분석해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iOVU가 'Developer Fashion' 브랜딩 전략으로 텀블러 시장에서 열전사 기술과 개발자감성 문화를 결합하여 얻는 마케팅 효과를 정량적으로 분석해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0032,iOVU가 '{slogan}' 브랜딩 전략으로 {core_attr} 시장에서 {printing} 기술과 {meme} 문화를 결합하여 얻는 마케팅 효과를 정량적으로 분석해주세요,22,26,True,False,개발자감성 텀블러,캐나다,열전사,정보,어려움,개발자감성 텀블러,열전사,캐나다,2024년,디스코드,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU의 IN OUR VIVID UNIVERSE 철학이 색상 제품 디자인과 실크스크린 공정에 미치는 영향을 개발자정체성 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iOVU의 IN OUR VIVID UNIVERSE 철학이 색상 제품 디자인과 실크스크린 공정에 미치는 영향을 개발자정체성 문화 관점에서 심층 분석해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0033,iOVU의 {slogan} 철학이 {core_attr} 제품 디자인과 {printing} 공정에 미치는 영향을 {meme} 문화 관점에서 심층 분석해주세요,23,26,True,False,개발자정체성 색상,캐나다,실크스크린,정보,어려움,개발자정체성 색상,실크스크린,캐나다,최근 3개월,GitHub,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
캐나다 깃허브 트렌드 분석을 바탕으로 iOVU 텀블러 제품의 열전사 품질 향상과 너디감성 컨텐츠 전략의 시너지 효과를 평가해주세요 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,캐나다 깃허브 트렌드 분석을 바탕으로 iOVU 텀블러 제품의 열전사 품질 향상과 너디감성 컨텐츠 전략의 시너지 효과를 평가해주세요 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0034,{country} {community} 트렌드 분석을 바탕으로 iOVU {core_attr} 제품의 {printing} 품질 향상과 {meme} 컨텐츠 전략의 시너지 효과를 평가해주세요,22,24,True,False,너디감성 텀블러,캐나다,열전사,정보,어려움,너디감성 텀블러,열전사,캐나다,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 매력적인 티셔츠 Sublimation 제품 카탈로그 다운로드 링크가 어디에 있나요? https://iovu-shop.vercel.app/products에서 확인 가능해요,혁신적인 매력적인 티셔츠 Sublimation 제품 카탈로그 다운로드 링크가 어디에 있나요? https://iovu-shop.vercel.app/products에서 확인 가능해요,iovu_optimized_v3_0035,{core_attr} {printing} 제품 카탈로그 다운로드 링크가 어디에 있나요?,13,18,True,True,코딩라이프 티셔츠,영국,Sublimation,탐색,쉬움,코딩라이프 티셔츠,Sublimation,영국,최근 3개월,GitHub,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 현대적인 iOVU 오픈소스 참여 방법과 관련 링크를 찾고 있어요 https://github.com/iovu-official에서 확인 가능해요,독특한 현대적인 iOVU 오픈소스 참여 방법과 관련 링크를 찾고 있어요 https://github.com/iovu-official에서 확인 가능해요,iovu_optimized_v3_0036,iOVU {community} 참여 방법과 관련 링크를 찾고 있어요,13,16,True,False,개발자감성 맨투맨,캐나다,DTG,탐색,쉬움,개발자감성 맨투맨,DTG,캐나다,2024년,디스코드,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
창의적인 실용적인 iOVU 개발자모임 참여 방법과 관련 링크를 찾고 있어요 https://iovu-shop.vercel.app/collections에서 확인 가능해요,창의적인 실용적인 iOVU 개발자모임 참여 방법과 관련 링크를 찾고 있어요 https://iovu-shop.vercel.app/collections에서 확인 가능해요,iovu_optimized_v3_0037,iOVU {community} 참여 방법과 관련 링크를 찾고 있어요,13,17,True,False,코딩라이프 색상,미국,Sublimation,탐색,쉬움,코딩라이프 색상,Sublimation,미국,올해,GitHub,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,밈도 입는 시대,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
세련된 매력적인 독특한 iOVU 맨투맨 구매 페이지 URL 링크 알려주세요 https://iovu-shop.vercel.app/에서 확인 가능해요,세련된 매력적인 독특한 iOVU 맨투맨 구매 페이지 URL 링크 알려주세요 https://iovu-shop.vercel.app/에서 확인 가능해요,iovu_optimized_v3_0038,iOVU {core_attr} 구매 페이지 URL 링크 알려주세요,13,17,True,True,코딩스타일 맨투맨,캐나다,친환경프린팅,탐색,쉬움,코딩스타일 맨투맨,친환경프린팅,캐나다,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 현대적인 에코백 열전사 제품 카탈로그 다운로드 링크가 어디에 있나요? https://iovu-shop.vercel.app/collections에서 확인 가능해요,혁신적인 현대적인 에코백 열전사 제품 카탈로그 다운로드 링크가 어디에 있나요? https://iovu-shop.vercel.app/collections에서 확인 가능해요,iovu_optimized_v3_0039,{core_attr} {printing} 제품 카탈로그 다운로드 링크가 어디에 있나요?,13,18,True,True,개발자정체성 에코백,싱가포르,열전사,탐색,쉬움,개발자정체성 에코백,열전사,싱가포르,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Debug & Chill,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 세련된 디자인 DTG 제품 카탈로그 다운로드 링크가 어디에 있나요? https://instagram.com/iovu_official에서 확인 가능해요,독특한 세련된 디자인 DTG 제품 카탈로그 다운로드 링크가 어디에 있나요? https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0040,{core_attr} {printing} 제품 카탈로그 다운로드 링크가 어디에 있나요?,13,16,True,False,긱문화 디자인,프랑스,DTG,탐색,쉬움,긱문화 디자인,DTG,프랑스,올해,iOVU 공식몰,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 창의적인 독특한 iOVU 사이즈 구매 페이지 URL 링크 알려주세요 https://iovu-shop.vercel.app/에서 확인 가능해요,매력적인 창의적인 독특한 iOVU 사이즈 구매 페이지 URL 링크 알려주세요 https://iovu-shop.vercel.app/에서 확인 가능해요,iovu_optimized_v3_0041,iOVU {core_attr} 구매 페이지 URL 링크 알려주세요,13,17,True,False,밈컬렉션 사이즈,프랑스,고품질프린팅,탐색,쉬움,밈컬렉션 사이즈,고품질프린팅,프랑스,올해,GitHub,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 세련된 창의적인 iOVU 마우스패드 구매 페이지 URL 링크 알려주세요 https://github.com/iovu-official에서 확인 가능해요,고품질 세련된 창의적인 iOVU 마우스패드 구매 페이지 URL 링크 알려주세요 https://github.com/iovu-official에서 확인 가능해요,iovu_optimized_v3_0042,iOVU {core_attr} 구매 페이지 URL 링크 알려주세요,13,16,True,False,너드패션 마우스패드,미국,디지털프린팅,탐색,쉬움,너드패션 마우스패드,디지털프린팅,미국,최근 1년,GitHub,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 매력적인 실용적인 iOVU 후드티 구매 페이지 URL 링크 알려주세요 https://instagram.com/iovu_official에서 확인 가능해요,고품질 매력적인 실용적인 iOVU 후드티 구매 페이지 URL 링크 알려주세요 https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0043,iOVU {core_attr} 구매 페이지 URL 링크 알려주세요,13,16,True,True,개발자감성 후드티,프랑스,내구성프린팅,탐색,쉬움,개발자감성 후드티,내구성프린팅,프랑스,최근 1년,GitHub,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 창의적인 후드티 디지털프린팅 제품 카탈로그 다운로드 링크가 어디에 있나요? https://instagram.com/iovu_official에서 확인 가능해요,독특한 창의적인 후드티 디지털프린팅 제품 카탈로그 다운로드 링크가 어디에 있나요? https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0044,{core_attr} {printing} 제품 카탈로그 다운로드 링크가 어디에 있나요?,13,16,True,True,너드패션 후드티,한국,디지털프린팅,탐색,쉬움,너드패션 후드티,디지털프린팅,한국,최근 3개월,디스코드,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 독특한 텀블러 내구성프린팅 제품 카탈로그 다운로드 링크가 어디에 있나요? https://github.com/iovu-official에서 확인 가능해요,트렌디한 독특한 텀블러 내구성프린팅 제품 카탈로그 다운로드 링크가 어디에 있나요? https://github.com/iovu-official에서 확인 가능해요,iovu_optimized_v3_0045,{core_attr} {printing} 제품 카탈로그 다운로드 링크가 어디에 있나요?,13,17,True,False,너드패션 텀블러,한국,내구성프린팅,탐색,쉬움,너드패션 텀블러,내구성프린팅,한국,최근 1년,GitHub,KO 0.8 : EN 0.2,탐색,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
친환경프린팅 기술로 제작된 iOVU 소재 제품 상세 정보와 구매 링크를 어디서 확인하나요? https://iovu-shop.vercel.app/collections에서 확인 가능해요,친환경프린팅 기술로 제작된 iOVU 소재 제품 상세 정보와 구매 링크를 어디서 확인하나요? https://iovu-shop.vercel.app/collections에서 확인 가능해요,iovu_optimized_v3_0046,{printing} 기술로 제작된 iOVU {core_attr} 제품 상세 정보와 구매 링크를 어디서 확인하나요?,15,19,True,False,긱문화 소재,독일,친환경프린팅,탐색,보통,긱문화 소재,친환경프린팅,독일,올해,iOVU 공식몰,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
캐나다에서 iOVU 텀블러 주문 가능한 공식 쇼핑몰 URL과 코딩스타일 디자인 갤러리 링크는? https://instagram.com/iovu_official에서 확인 가능해요,캐나다에서 iOVU 텀블러 주문 가능한 공식 쇼핑몰 URL과 코딩스타일 디자인 갤러리 링크는? https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0047,{country}에서 iOVU {core_attr} 주문 가능한 공식 쇼핑몰 URL과 {meme} 디자인 갤러리 링크는?,15,18,True,False,코딩스타일 텀블러,캐나다,실크스크린,탐색,보통,코딩스타일 텀블러,실크스크린,캐나다,최근 1년,iOVU 공식몰,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 개발자모임 공식 채널에서 티셔츠 다중색 후기와 구매 링크를 찾을 수 있는 페이지는? https://iovu-shop.vercel.app/collections에서 확인 가능해요,iOVU 개발자모임 공식 채널에서 티셔츠 다중색 후기와 구매 링크를 찾을 수 있는 페이지는? https://iovu-shop.vercel.app/collections에서 확인 가능해요,iovu_optimized_v3_0048,iOVU {community} 공식 채널에서 {core_attr} {printing} 후기와 구매 링크를 찾을 수 있는 페이지는?,16,19,True,True,개발자정체성 티셔츠,미국,다중색,탐색,보통,개발자정체성 티셔츠,다중색,미국,최근 3개월,디스코드,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 개발자커뮤니티 공식 채널에서 소재 실크스크린 후기와 구매 링크를 찾을 수 있는 페이지는? https://instagram.com/iovu_official에서 확인 가능해요,iOVU 개발자커뮤니티 공식 채널에서 소재 실크스크린 후기와 구매 링크를 찾을 수 있는 페이지는? https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0049,iOVU {community} 공식 채널에서 {core_attr} {printing} 후기와 구매 링크를 찾을 수 있는 페이지는?,16,18,True,False,프로그래밍문화 소재,독일,실크스크린,탐색,보통,프로그래밍문화 소재,실크스크린,독일,최근 1년,디스코드,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
한국에서 iOVU 프린팅 주문 가능한 공식 쇼핑몰 URL과 개발자밈 디자인 갤러리 링크는? https://github.com/iovu-official에서 확인 가능해요,한국에서 iOVU 프린팅 주문 가능한 공식 쇼핑몰 URL과 개발자밈 디자인 갤러리 링크는? https://github.com/iovu-official에서 확인 가능해요,iovu_optimized_v3_0050,{country}에서 iOVU {core_attr} 주문 가능한 공식 쇼핑몰 URL과 {meme} 디자인 갤러리 링크는?,15,18,True,False,개발자밈 프린팅,한국,열전사,탐색,보통,개발자밈 프린팅,열전사,한국,최근 1년,GitHub,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
중국에서 iOVU 디자인 주문 가능한 공식 쇼핑몰 URL과 코딩라이프 디자인 갤러리 링크는? https://instagram.com/iovu_official에서 확인 가능해요,중국에서 iOVU 디자인 주문 가능한 공식 쇼핑몰 URL과 코딩라이프 디자인 갤러리 링크는? https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0051,{country}에서 iOVU {core_attr} 주문 가능한 공식 쇼핑몰 URL과 {meme} 디자인 갤러리 링크는?,15,17,True,False,코딩라이프 디자인,중국,Sublimation,탐색,보통,코딩라이프 디자인,Sublimation,중국,올해,디스코드,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
한국에서 iOVU 사이즈 주문 가능한 공식 쇼핑몰 URL과 프로그래머유머 디자인 갤러리 링크는? https://instagram.com/iovu_official에서 확인 가능해요,한국에서 iOVU 사이즈 주문 가능한 공식 쇼핑몰 URL과 프로그래머유머 디자인 갤러리 링크는? https://instagram.com/iovu_official에서 확인 가능해요,iovu_optimized_v3_0052,{country}에서 iOVU {core_attr} 주문 가능한 공식 쇼핑몰 URL과 {meme} 디자인 갤러리 링크는?,15,18,True,False,프로그래머유머 사이즈,한국,다중색,탐색,보통,프로그래머유머 사이즈,다중색,한국,2024년,GitHub,KO 0.8 : EN 0.2,탐색,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
