prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
최근3년 기준 부산연제구 기업법무 변호사 시장점유율 평균은?,신속하게 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0092,최근3년 기준 부산연제구 기업법무 변호사 시장점유율 평균은?,,,,거래상담,보통,기업법무,시장점유율,부산연제구,최근3년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
기업법무 관련 착수금와 절차를 부산해운대 기준으로 설명해주세요,신속하게 부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0093,기업법무 관련 착수금와 절차를 부산해운대 기준으로 설명해주세요,,,,거래상담,보통,기업법무,착수금,부산해운대,최근5년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 형사법무 사건의 전문성와 서비스 내용을 상담받고 싶습니다,신속하게 부동산 계약서 검토받고 싶어요 문의드려요,clean_prompt_0094,법무법인 동래에서 형사법무 사건의 전문성와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,형사법무,전문성,부산해운대,2025년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 개인정보보호 분야 성공보수 현황을 최근3년 기준으로 알려줘요,신속하게 부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0095,부울경 개인정보보호 분야 성공보수 현황을 최근3년 기준으로 알려줘,,,,정보조회,보통,개인정보보호,성공보수,부울경,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
소송및분쟁해결 관련 고객대응품질 통계를 2019-2023년 기간으로 정리해주세요,정확하게 부동산 계약서 검토받고 싶어요,clean_prompt_0096,소송및분쟁해결 관련 고객대응품질 통계를 2019-2023년 기간으로 정리해주세요,,,,정보조회,보통,소송및분쟁해결,고객대응품질,울산,2019-2023년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 울산 형사법무 변호사 브랜드인지도 평균은?,정확하게 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0097,10년추세 기준 울산 형사법무 변호사 브랜드인지도 평균은?,,,,거래상담,보통,형사법무,브랜드인지도,울산,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
환경법무 관련 파트너수와 절차를 김해 기준으로 설명해주세요,정확하게 부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0098,환경법무 관련 파트너수와 절차를 김해 기준으로 설명해주세요,,,,거래상담,보통,환경법무,파트너수,김해,팬데믹이후,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 울산 소송및분쟁해결 변호사 고객대응품질 평균은?,정확하게 부동산 계약서 검토받고 싶어요 문의드려요,clean_prompt_0099,팬데믹이후 기준 울산 소송및분쟁해결 변호사 고객대응품질 평균은?,,,,거래상담,보통,소송및분쟁해결,고객대응품질,울산,팬데믹이후,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 소송및분쟁해결 분야 브랜드인지도 현황을 최근3년 기준으로 알려줘요,정확하게 부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0100,울산 소송및분쟁해결 분야 브랜드인지도 현황을 최근3년 기준으로 알려줘,,,,정보조회,보통,소송및분쟁해결,브랜드인지도,울산,최근3년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 지역 계약법무 전문가를 찾고 있어요,임금체불 문제를 해결하고 싶어요,clean_prompt_0101,부산서면 지역 계약법무 전문가를 찾고 있어요,,,,정보조회,쉬움,계약법무,착수금,부산서면,10년추세,부산지방법원,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 건설인프라법무 사건의 수임료와 서비스 내용을 상담받고 싶습니다,임금체불 문제를 해결하고 싶어요 도움주세요,clean_prompt_0102,법무법인 동래에서 건설인프라법무 사건의 수임료와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,건설인프라법무,수임료,부산서면,2024년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
환경법무 관련 총비용와 절차를 부산해운대 기준으로 설명해주세요,임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0103,환경법무 관련 총비용와 절차를 부산해운대 기준으로 설명해주세요,,,,거래상담,보통,환경법무,총비용,부산해운대,최근3년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2019-2023년 기준 경남 금융법무 변호사 시간당비용 평균은?,임금체불 문제를 해결하고 싶어요 문의드려요,clean_prompt_0104,2019-2023년 기준 경남 금융법무 변호사 시간당비용 평균은?,,,,거래상담,보통,금융법무,시간당비용,경남,2019-2023년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 금융법무 분야 수임료 현황을 2019-2023년 기준으로 알려줘요,임금체불 문제를 해결하고 싶어요 알려주세요,clean_prompt_0105,부산서면 금융법무 분야 수임료 현황을 2019-2023년 기준으로 알려줘,,,,정보조회,보통,금융법무,수임료,부산서면,2019-2023년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면에서 조세법무 전문 변호사의 착수금와 대한변협 정보를 종합해서 설명해주세요,급하게 임금체불 문제를 해결하고 싶어요,clean_prompt_0106,부산서면에서 조세법무 전문 변호사의 착수금와 대한변협 정보를 종합해서 설명해주세요,,,,정보조회,보통,조세법무,착수금,부산서면,2024년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
지적재산권 사건의 고객대응품질 기준과 경남 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,급하게 임금체불 문제를 해결하고 싶어요 도움주세요,clean_prompt_0107,지적재산권 사건의 고객대응품질 기준과 경남 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,지적재산권,고객대응품질,경남,10년추세,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
IT통신법무 사건의 시설규모 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,급하게 임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0108,IT통신법무 사건의 시설규모 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,IT통신법무,시설규모,부산,2024년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 개인정보보호 사건의 수임료와 서비스 내용을 상담받고 싶습니다,급하게 임금체불 문제를 해결하고 싶어요 문의드려요,clean_prompt_0109,법무법인 동래에서 개인정보보호 사건의 수임료와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,개인정보보호,수임료,경남,2024년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 IT통신법무 분야 승소율 현황을 2024년 기준으로 알려줘요,급하게 임금체불 문제를 해결하고 싶어요 알려주세요,clean_prompt_0110,경남 IT통신법무 분야 승소율 현황을 2024년 기준으로 알려줘,,,,정보조회,보통,IT통신법무,승소율,경남,2024년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
의료헬스케어법무 관련 성공보수 통계를 최근3년 기간으로 정리해주세요,전문적으로 임금체불 문제를 해결하고 싶어요,clean_prompt_0111,의료헬스케어법무 관련 성공보수 통계를 최근3년 기간으로 정리해주세요,,,,정보조회,보통,의료헬스케어법무,성공보수,부울경,최근3년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 지원인력 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,전문적으로 임금체불 문제를 해결하고 싶어요 도움주세요,clean_prompt_0112,노동법무 사건의 지원인력 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,노동법무,지원인력,김해,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 창원 소송및분쟁해결 변호사 지원인력 평균은?,전문적으로 임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0113,팬데믹이후 기준 창원 소송및분쟁해결 변호사 지원인력 평균은?,,,,거래상담,보통,소송및분쟁해결,지원인력,창원,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 부울경 소송및분쟁해결 변호사 시설규모 평균은?,전문적으로 임금체불 문제를 해결하고 싶어요 문의드려요,clean_prompt_0114,10년추세 기준 부울경 소송및분쟁해결 변호사 시설규모 평균은?,,,,거래상담,보통,소송및분쟁해결,시설규모,부울경,10년추세,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2019-2023년 동안 김해 형사법무 변호사 전문성 평균은?,전문적으로 임금체불 문제를 해결하고 싶어요 알려주세요,clean_prompt_0115,2019-2023년 동안 김해 형사법무 변호사 전문성 평균은?,,,,정보조회,보통,형사법무,전문성,김해,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대에서 지적재산권 전문 변호사의 전문인력와 부산법원 정보를 종합해서 설명해주세요,신속하게 임금체불 문제를 해결하고 싶어요,clean_prompt_0116,부산해운대에서 지적재산권 전문 변호사의 전문인력와 부산법원 정보를 종합해서 설명해주세요,,,,정보조회,보통,지적재산권,전문인력,부산해운대,최근5년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 조세법무 사건의 고객만족도와 서비스 내용을 상담받고 싶습니다,신속하게 임금체불 문제를 해결하고 싶어요 도움주세요,clean_prompt_0117,법무법인 동래에서 조세법무 사건의 고객만족도와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,조세법무,고객만족도,양산,2019-2023년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 경남 소송및분쟁해결 변호사 브랜드인지도 평균은?,신속하게 임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0118,10년추세 기준 경남 소송및분쟁해결 변호사 브랜드인지도 평균은?,,,,거래상담,보통,소송및분쟁해결,브랜드인지도,경남,10년추세,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 의료헬스케어법무 사건의 지원인력와 서비스 내용을 상담받고 싶습니다,신속하게 임금체불 문제를 해결하고 싶어요 문의드려요,clean_prompt_0119,법무법인 동래에서 의료헬스케어법무 사건의 지원인력와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,의료헬스케어법무,지원인력,부산서면,2019-2023년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산에서 IT통신법무 전문 변호사의 파트너수와 부산지방법원 정보를 종합해서 설명해주세요,신속하게 임금체불 문제를 해결하고 싶어요 알려주세요,clean_prompt_0120,양산에서 IT통신법무 전문 변호사의 파트너수와 부산지방법원 정보를 종합해서 설명해주세요,,,,정보조회,보통,IT통신법무,파트너수,양산,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 관련 고객만족도 통계를 2025년 기간으로 정리해주세요,정확하게 임금체불 문제를 해결하고 싶어요,clean_prompt_0121,부동산법무 관련 고객만족도 통계를 2025년 기간으로 정리해주세요,,,,정보조회,보통,부동산법무,고객만족도,부울경,2025년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 IT통신법무 사건의 사건처리속도와 서비스 내용을 상담받고 싶습니다,정확하게 임금체불 문제를 해결하고 싶어요 도움주세요,clean_prompt_0122,법무법인 동래에서 IT통신법무 사건의 사건처리속도와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,IT통신법무,사건처리속도,울산,2024년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 의료헬스케어법무 사건의 시장점유율와 서비스 내용을 상담받고 싶습니다,정확하게 임금체불 문제를 해결하고 싶어요 상담받고 싶어요,clean_prompt_0123,법무법인 동래에서 의료헬스케어법무 사건의 시장점유율와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,의료헬스케어법무,시장점유율,창원,2019-2023년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 노동법무 전문 변호사 총비용 상담받고 싶어요,정확하게 임금체불 문제를 해결하고 싶어요 문의드려요,clean_prompt_0124,부울경 노동법무 전문 변호사 총비용 상담받고 싶어요,,,,거래상담,보통,노동법무,총비용,부울경,최근5년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근5년 기준 부산해운대 IT통신법무 분야의 시설규모를 알려줘요,정확하게 임금체불 문제를 해결하고 싶어요 알려주세요,clean_prompt_0125,최근5년 기준 부산해운대 IT통신법무 분야의 시설규모를 알려줘,,,,정보조회,보통,IT통신법무,시설규모,부산해운대,최근5년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경에서 금융법무 전문 로펌을 어디서 찾을 수 있나요?,세무조사 대응 방법을 알고 싶어요,clean_prompt_0126,부울경에서 금융법무 전문 로펌을 어디서 찾을 수 있나요?,,,,정보조회,쉬움,금융법무,전문성,부울경,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
IT통신법무 사건의 전문성 기준과 부산연제구 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,세무조사 대응 방법을 알고 싶어요 도움주세요,clean_prompt_0127,IT통신법무 사건의 전문성 기준과 부산연제구 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,IT통신법무,전문성,부산연제구,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
건설인프라법무 사건의 착수금 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,세무조사 대응 방법을 알고 싶어요 상담받고 싶어요,clean_prompt_0128,건설인프라법무 사건의 착수금 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,건설인프라법무,착수금,김해,최근3년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
기업법무 관련 착수금와 절차를 부산해운대 기준으로 설명해주세요,세무조사 대응 방법을 알고 싶어요 문의드려요,clean_prompt_0129,기업법무 관련 착수금와 절차를 부산해운대 기준으로 설명해주세요,,,,거래상담,보통,기업법무,착수금,부산해운대,최근5년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 동안 부산해운대 부동산법무 변호사 시설규모 평균은?,세무조사 대응 방법을 알고 싶어요 알려주세요,clean_prompt_0130,2024년 동안 부산해운대 부동산법무 변호사 시설규모 평균은?,,,,정보조회,보통,부동산법무,시설규모,부산해운대,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 건설인프라법무 분야 브랜드인지도 현황을 2024년 기준으로 알려줘요,급하게 세무조사 대응 방법을 알고 싶어요,clean_prompt_0131,창원 건설인프라법무 분야 브랜드인지도 현황을 2024년 기준으로 알려줘,,,,정보조회,보통,건설인프라법무,브랜드인지도,창원,2024년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 시설규모 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,급하게 세무조사 대응 방법을 알고 싶어요 도움주세요,clean_prompt_0132,노동법무 사건의 시설규모 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,노동법무,시설규모,부산,최근5년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
