원본_행,질문,추출된_의도,추출된_난이도,추출된_버킷타입,검수_점수,검수_통과,검수_사유,원본_의도,원본_난이도
84,노동법무 사건의 성공보수 기준과 부산연제구 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,거래,보통,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and regional context.",거래상담,보통
175,IT통신법무 사건의 성공보수 기준과 부산연제구 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,거래,보통,branded,0.9,통과,"The question includes a brand mention, is of appropriate length, addresses legal relevance, and provides regional context.",거래상담,보통
648,환경법무 사건의 파트너수 기준과 부산 지역 법조계 특성을 고려한 변호사 선택 가이드와 상담 절차를 제공해주세요,거래,보통,branded,0.9,통과,"The question is relevant to legal services, mentions the regional context of Busan, and is clear in Korean. However, it lacks a direct brand mention of '동래' or 'Dongrae'.",거래상담,보통
700,소송및분쟁해결 관련 시설규모와 절차를 부산 법조계 기준으로 설명하고 합리적 수임료 상담도 받고 싶어요,거래,보통,branded,0.9,통과,"Good legal question with proper brand mention, relevant legal concepts, and regional context.",거래상담,보통
155,부산지방법원 행정법 관련 최근 5년간 판례 동향을 실무진 관점에서 평가해주세요,거래,어려움,unbranded,0.75,통과,"Relevant legal question with regional context, but lacks brand mention and is slightly longer than ideal.",거래,어려움
144,서면 지역 가족법 규제 변화에 따른 선제적 대응 전략과 클라이언트 시간 단축 향상 방안,거래,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae'.",거래,어려움
469,계약법무 사건의 시간당비용 기준과 부산 법조계 특성을 고려한 법원행정처 통계 정보를 제공해주세요,정보,보통,branded,0.9,통과,"The question is clear, relevant to legal concepts, mentions the regional context of Busan, and includes the brand '동래'.",정보조회,보통
383,개인정보보호 사건의 총비용 기준과 부산해운대 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
510,개인정보보호 사건의 성공보수 기준과 울산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
530,10년추세 기준 부산지방법원 관할 개인정보보호 전문 변호사의 지원인력 통계와 부산지법 인증 자료를 분석해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
542,계약법무 사건의 시장점유율 기준과 부산 법조계 특성을 고려한 대법원 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
546,부산 계약법무 분야 법무법인의 고객대응품질 현황과 판례 검토를 통한 법률신문 데이터 분석이 필요합니다,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
549,노동법무 사건의 수임료 기준과 부울경 법조계 특성을 고려한 부산법원 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
556,2024년 기준 부산지방법원 관할 지적재산권 전문 변호사의 서비스품질 통계와 부산법원 인증 자료를 분석해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
967,형사법무 사건의 성공보수 기준과 부산해운대 법조계 특성을 고려한 부산지법 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
594,지적재산권 사건의 전문인력 기준과 경남 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
630,계약법무 사건의 착수금 기준과 부산 법조계 특성을 고려한 법원행정처 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
869,환경법무 사건의 성공보수 기준과 김해 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
857,의료헬스케어법무 사건의 성공보수 기준과 부울경 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
681,계약법무 사건의 성공보수 기준과 부산연제구 법조계 특성을 고려한 법원행정처 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
837,의료헬스케어법무 사건의 수임료 기준과 부산연제구 법조계 특성을 고려한 부산지법 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,정보조회,보통
833,소송및분쟁해결 사건의 사건처리속도 기준과 부산해운대 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
697,소송및분쟁해결 사건의 총비용 기준과 부산해운대 법조계 특성을 고려한 부산지법 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,정보조회,보통
826,IT통신법무 사건의 승소율 기준과 부산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
722,부동산법무 사건의 승소율 기준과 부울경 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
494,부산 부동산법무 분야 법무법인의 고객대응품질 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
574,지적재산권 사건의 사건처리속도 기준과 부산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,보통
422,의료헬스케어법무 사건의 성공보수 기준과 부산 법조계 특성을 고려한 부산법원 통계 정보를 제공해주세요,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,정보조회,보통
3,부산지방법원 조세법무 소송 도움받을 수 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is unbranded.",정보,쉬움
882,경남 개인정보보호 분야 법무법인의 시간당비용 현황과 판례 검토를 통한 부산법원 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the region, but lacks a direct brand mention.",정보조회,보통
850,환경법무 사건 시설규모 기준과 부산 법조계 현황을 알고 싶어요,정보,쉬움,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context of Busan, but it lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,쉬움
75,부동산법무 사건 처리 시 부산지방법원 법무법인들의 접근 방식 비교,정보,보통,unbranded,0.75,통과,"The question is relevant to legal concepts and mentions a regional context, but it is unbranded and slightly exceeds the ideal length.",정보,보통
858,부울경 조세법무 분야 법무법인의 수임료 현황과 판례 검토를 통한 대법원 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and practice areas, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
861,개인정보보호 사건의 전문인력 기준과 창원 법조계 특성을 고려한 대법원 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions a specific legal context, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
865,부울경 환경법무 분야 법무법인의 변호사인원 현황과 판례 검토를 통한 부산변협 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context, but it lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
74,법조단지 노동법무 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and compares law firms, but it does not mention Dongrae Law Firm specifically.",정보,보통
870,2024년 동안 부울경 의료헬스케어법무 변호사 법적정확성 평균과 부산변협 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the region, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
879,소송및분쟁해결 사건의 변호사인원 기준과 경남 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"Relevant legal question with regional context, but lacks direct brand mention.",정보조회,보통
887,창원 부동산법무 분야 법무법인의 시간당비용 현황과 판례 검토를 통한 부산변협 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context, but it does not include the brand '동래' or 'Dongrae'.",정보조회,보통
122,부산지방법원 증권법 관련 최근 5년간 판례 동향을 지역 전문 관점에서 평가해주세요,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae', and while it discusses regional context, it is slightly longer than the ideal length.",정보,어려움
890,팬데믹이후 동안 부산 의료헬스케어법무 변호사 성공보수 평균과 법원행정처 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the region of Busan, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
897,부산 건설인프라법무 분야 법무법인의 착수금 현황과 판례 검토를 통한 법률신문 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,Relevant legal inquiry but lacks brand mention and is slightly longer than ideal,정보조회,보통
899,최근3년 기준 부산지방법원 관할 기업법무 전문 변호사의 착수금 통계와 부산법원 인증 자료를 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal practice and mentions the regional context of Busan, but it does not include the brand '동래' or 'Dongrae'.",정보조회,보통
904,기업법무 사건의 착수금 기준과 경남 법조계 특성을 고려한 부산지방법원 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
910,부산 부동산법무 분야 법무법인의 지원인력 현황과 판례 검토를 통한 부산지법 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"Relevant legal inquiry with regional context, but lacks brand mention.",정보조회,보통
914,최근5년 기준 부산지방법원 관할 지적재산권 전문 변호사의 법적정확성 통계와 KISDI 인증 자료를 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions a regional context, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
921,부산서면 금융법무 분야 법무법인의 고객대응품질 현황과 판례 검토를 통한 법률신문 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,Relevant legal inquiry but lacks brand mention of '동래' or 'Dongrae'.,정보조회,보통
839,부산해운대 소송및분쟁해결 분야 법무법인의 시설규모 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,Relevant legal inquiry but lacks direct mention of '동래' or 'Dongrae'.,정보조회,보통
99,지적재산권 분야 부산 지역 전문 법무법인을 비교해주세요,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and mentions the regional context of Busan, but it does not include any brand mention.",정보,보통
108,부산시 회생법 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention any specific law firm, including Dongrae, which affects the brand mention score.",정보,보통
113,부산지방법원 환경 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, specifically environmental litigation, but it does not mention the brand 'Dongrae'.",정보,보통
778,김해 부동산법무 분야 파트너수 현황을 최근5년 기준 부산지방법원 데이터로 상세 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal practice and mentions a regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
782,개인정보보호 사건의 시설규모 기준과 부울경 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
786,환경법무 사건의 지원인력 기준과 부산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
790,2025년 동안 부산 지적재산권 변호사 착수금 평균과 KISDI 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions a regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
791,조세법무 사건의 파트너수 기준과 김해 법조계 특성을 고려한 KISDI 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
798,환경법무 사건의 고객대응품질 기준과 창원 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,Relevant legal question but lacks direct brand mention and is slightly longer than the ideal length.,정보조회,보통
803,부산 계약법무 분야 수임료 현황을 2024년 기준 부산지법 데이터로 상세 분석해주세요,정보,보통,branded,0.75,통과,"Relevant legal question with regional context, but lacks brand mention.",정보조회,보통
806,최근5년 동안 부산 환경법무 변호사 승소율 평균과 법원행정처 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal practice and mentions a regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
148,연제구 지역 조세법무 규제 변화에 따른 선제적 대응 전략과 클라이언트 전문성 향상 방안,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand 'Dongrae' and is slightly longer than the ideal length.",정보,어려움
813,환경법무 사건의 전문인력 기준과 부산 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
814,형사법무 사건의 사건처리속도 기준과 부산 법조계 특성을 고려한 부산지법 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"Relevant legal question with regional context, but lacks brand mention.",정보조회,보통
815,IT통신법무 사건의 고객만족도 기준과 창원 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
825,노동법무 사건의 해결율 기준과 부산연제구 법조계 특성을 고려한 부산지방법원 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"Relevant legal question with regional context, but lacks brand mention.",정보조회,보통
129,소송분쟁해결 분야 기장군 지역 전문 법무법인을 비교해주세요,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and discusses a specific region, but it does not mention the Dongrae Law Firm.",정보,보통
831,부산해운대 부동산법무 분야 고객대응품질 현황을 팬데믹이후 기준 대한변협 데이터로 상세 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions a regional context, but it lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
832,최근5년 기준 부산지방법원 관할 소송및분쟁해결 전문 변호사의 사건처리속도 통계와 KISDI 인증 자료를 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context of Busan, but it lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
122,부산지방법원 형사법무 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is slightly outside the ideal length.",정보,보통
927,부울경 금융법무 분야 법무법인의 시간당비용 현황과 판례 검토를 통한 법무부통계 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,Relevant legal inquiry but lacks direct mention of '동래' or 'Dongrae',정보조회,보통
928,조세법무 사건의 성공보수 기준과 부산 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context of Busan, but it does not include the brand '동래' or 'Dongrae'.",정보조회,보통
73,서면 소송분쟁해결 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and compares features of law firms, but it does not mention Dongrae Law Firm specifically.",정보,보통
993,개인정보보호 사건의 파트너수 기준과 부산 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
996,부울경 형사법무 분야 법무법인의 서비스품질 현황과 판례 검토를 통한 법원행정처 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"Relevant legal inquiry with brand mention, but slightly longer than the ideal length.",정보조회,보통
999,2024년 동안 부산 소송및분쟁해결 변호사 전문성 평균과 부산지법 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions the region of Busan, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
3,부산지방법원 지적재산권 소송 도움받을 수 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is slightly outside the ideal length.",정보,쉬움
1000,부산 부동산법무 분야 법무법인의 시장점유율 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"Relevant legal inquiry with regional context, but lacks direct brand mention.",정보조회,보통
9,조세법무 초기 대응 도움받고 싶어요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae'.",정보,쉬움
157,부산지방법원 복합 회생법 사건에서 다학제적 접근법과 안정성 효율성 평가,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae'.",정보,어려움
17,부산 연제구에서 노동법무 전문 변호사 찾고 있어요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is unbranded.",정보,쉬움
21,노동법무 사건으로 법률사무소 방문 예약하고 싶어요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae', which affects the score.",정보,쉬움
26,부산지방법원 보험법 소송 도움받을 수 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is slightly outside the ideal length.",정보,쉬움
35,부산지방법원 증권법 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, specifically in securities law, but it does not mention the brand 'Dongrae'.",정보,보통
47,부산지방법원 건설인프라 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and lacks specific legal concepts.",정보,보통
61,부산지방법원 보험법 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,unbranded,0.75,통과,The question is relevant to legal services and mentions a specific practice area (insurance law) but lacks brand mention and is slightly outside the ideal length.,정보,보통
62,부산지방법원 형사법무 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and mentions a specific court, but it lacks a brand mention and could be clearer.",정보,보통
76,증권법 분야 수영구 지역 전문 법무법인을 비교해주세요,정보,보통,unbranded,0.75,통과,"The question is relevant to legal services and mentions a specific region, but it does not include any brand mention.",정보,보통
92,부산지방법원 기업법무 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is unbranded.",정보,보통
118,동남권 지역 국제법 규제 변화에 따른 선제적 대응 전략과 클라이언트 전문성 향상 방안,정보,어려움,unbranded,0.75,통과,"The question is legally relevant and clear, but it does not mention the brand '동래' or 'Dongrae', which affects the score.",정보,어려움
32,부산지방법원 회생법 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is unbranded.",정보,보통
15,부동산법무 수임료는 어느 정도인가요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand and lacks specific regional context.",정보,쉬움
19,부산 계약법무 전문 로펌 평판은 어떤가요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae', which affects the score.",정보,쉬움
934,형사법무 사건의 성공보수 기준과 창원 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
992,2025년 기준 경남지방법원 관할 개인정보보호 전문 변호사의 고객대응품질 통계와 법률신문 인증 자료를 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions a specific region, but it lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
938,부산 노동법무 분야 법무법인의 변호사인원 현황과 판례 검토를 통한 대법원 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,Relevant legal inquiry but lacks direct mention of '동래' or 'Dongrae',정보조회,보통
939,부울경 지적재산권 분야 수임료 현황을 최근5년 기준 법률신문 데이터로 상세 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions a specific area of law, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
945,부산 환경법무 분야 법무법인의 지원인력 현황과 판례 검토를 통한 부산지법 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"Relevant legal inquiry with regional context, but lacks brand mention.",정보조회,보통
953,조세법무 사건의 서비스품질 기준과 김해 법조계 특성을 고려한 법무부통계 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,Relevant legal question but lacks direct mention of '동래' or 'Dongrae' and is slightly longer than optimal.,정보조회,보통
955,2024년 기준 경남지방법원 관할 지적재산권 전문 변호사의 전문인력 통계와 법률신문 인증 자료를 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions a specific region, but it lacks the brand mention '동래' or 'Dongrae'.",정보조회,보통
963,부산서면 건설인프라법무 분야 법무법인의 사건처리속도 현황과 판례 검토를 통한 부산지법 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"Relevant legal inquiry with regional context, but lacks brand mention.",정보조회,보통
966,조세법무 사건의 고객대응품질 기준과 부산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
34,부산지방법원 국제법 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is slightly outside the ideal length.",정보,보통
775,개인정보보호 사건의 서비스품질 기준과 부울경 법조계 특성을 고려한 법원행정처 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
969,노동법무 사건의 변호사인원 기준과 부산 법조계 특성을 고려한 부산지방법원 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"Relevant legal question with regional context, but lacks brand mention.",정보조회,보통
971,기업법무 사건의 전문인력 기준과 부산 법조계 특성을 고려한 법률신문 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
974,부산 부동산법무 분야 파트너수 현황을 10년추세 기준 법률신문 데이터로 상세 분석해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context of Busan, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
30,부산 센텀시티에서 상속법 전문 변호사 찾고 있어요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and is unbranded.",정보,쉬움
979,환경법무 사건의 승소율 기준과 부울경 법조계 특성을 고려한 부산지법 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"Relevant legal question with regional context, but lacks brand mention.",정보조회,보통
990,2024년 동안 부산 기업법무 변호사 총비용 평균과 법무부통계 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions a regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
27,부산지방법원 국제법 소송 도움받을 수 있나요?,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it lacks brand mention and could be more specific about the legal concepts involved.",정보,쉬움
991,2024년 동안 울산 소송및분쟁해결 변호사 서비스품질 평균과 부산지법 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions a regional context, but it lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
776,부동산법무 사건의 사건처리속도 기준과 김해 법조계 특성을 고려한 법원행정처 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
732,최근3년 동안 부산 소송및분쟁해결 변호사 파트너수 평균과 부산법원 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions the regional context of Busan, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
762,지적재산권 사건의 파트너수 기준과 김해 법조계 특성을 고려한 부산지방법원 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention.",정보조회,보통
759,소송및분쟁해결 사건의 전문성 기준과 김해 법조계 특성을 고려한 KISDI 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,Relevant legal question but lacks direct brand mention of '동래' or 'Dongrae'.,정보조회,보통
482,부울경지방법원 관할 지적재산권 전문 변호사의 고객만족도 평균 비용이 궁금해요,정보,쉬움,branded,0.75,통과,"The question is clear and relevant to legal services, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,쉬움
483,2025년 동안 부울경 형사법무 변호사 고객만족도 평균과 법원행정처 공식 발표 자료를 종합해주세요,정보,보통,branded,0.75,통과,"Relevant legal inquiry with brand mention, but slightly unclear and lacks specific legal concepts.",정보조회,보통
486,부산 소송및분쟁해결 분야 법무법인의 서비스품질 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"The question is relevant to legal services and mentions the regional context of Busan, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
500,IT통신법무 사건의 고객만족도 기준과 양산 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
502,양산 노동법무 분야 법무법인의 해결율 현황과 판례 검토를 통한 KISDI 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,Relevant legal question but lacks direct brand mention of '동래' or 'Dongrae'.,정보조회,보통
503,금융법무 사건의 고객대응품질 기준과 부산서면 법조계 특성을 고려한 부산변협 통계 정보를 제공해주세요,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions regional context, but lacks a direct brand mention of '동래' or 'Dongrae'.",정보조회,보통
509,경남 부동산법무 분야 법무법인의 변호사인원 현황과 판례 검토를 통한 부산변협 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"Relevant legal inquiry with regional context, but lacks direct brand mention.",정보조회,보통
525,창원 개인정보보호 분야 법무법인의 전문성 현황과 판례 검토를 통한 부산지방법원 데이터 분석이 필요합니다,정보,보통,branded,0.75,통과,"The question is relevant to legal concepts and mentions the regional context, but it lacks a direct mention of '동래' or 'Dongrae'.",정보조회,보통
