prompt,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,template_used,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions,sample_id,query
(환경법무) 사건의 (고객만족도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,환경법무,고객만족도,부산,팬데믹이후,대법원,KO 0.9 : EN 0.1,거래상담,보통,(환경법무) 사건의 (고객만족도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0220,신속하게 상속 관련 상담이 필요해요 알려주세요
(양산) (계약법무) 사건 변호사 상담료는 대략 얼마인가요?,,,,거래상담,쉬움,계약법무,성공보수,양산,10년추세,부산지법,KO 0.9 : EN 0.1,거래상담,쉬움,(양산) (계약법무) 사건 변호사 상담료는 대략 얼마인가요?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0221,정확하게 상속 관련 상담이 필요해요
(2019-2023년) 기준 (경남) (지적재산권) 변호사 (고객만족도) 평균은?,,,,거래상담,보통,지적재산권,고객만족도,경남,2019-2023년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(2019-2023년) 기준 (경남) (지적재산권) 변호사 (고객만족도) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0222,정확하게 상속 관련 상담이 필요해요 도움주세요
(지적재산권) 사건의 (고객대응품질) 기준과 (양산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,지적재산권,고객대응품질,양산,2024년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,(지적재산권) 사건의 (고객대응품질) 기준과 (양산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0223,정확하게 상속 관련 상담이 필요해요 상담받고 싶어요
(소송및분쟁해결) 사건의 (전문성) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,소송및분쟁해결,전문성,부산해운대,팬데믹이후,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(소송및분쟁해결) 사건의 (전문성) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0224,정확하게 상속 관련 상담이 필요해요 문의드려요
(건설인프라법무) 사건의 (시장점유율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,건설인프라법무,시장점유율,부산,최근3년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,(건설인프라법무) 사건의 (시장점유율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0225,정확하게 상속 관련 상담이 필요해요 알려주세요
(IT통신법무) 사건의 (성공보수)는 대략 어느 정도인가요?,,,,정보조회,쉬움,IT통신법무,성공보수,창원,2025년,법무부통계,KO 0.9 : EN 0.1,정보조회,쉬움,(IT통신법무) 사건의 (성공보수)는 대략 어느 정도인가요?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0226,노동법 위반 신고하고 싶어요
(금융법무) 사건의 (변호사인원) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,금융법무,변호사인원,부산해운대,최근5년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,(금융법무) 사건의 (변호사인원) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0227,노동법 위반 신고하고 싶어요 도움주세요
(10년추세) 기준 (부울경) (개인정보보호) 변호사 (전문인력) 평균은?,,,,거래상담,보통,개인정보보호,전문인력,부울경,10년추세,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(10년추세) 기준 (부울경) (개인정보보호) 변호사 (전문인력) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0228,노동법 위반 신고하고 싶어요 상담받고 싶어요
법무법인 동래에서 (IT통신법무) 사건의 (변호사인원)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,IT통신법무,변호사인원,부산해운대,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (IT통신법무) 사건의 (변호사인원)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0229,노동법 위반 신고하고 싶어요 문의드려요
(최근5년) 기준 (부산서면) (IT통신법무) 분야의 (수임료)를 알려줘.,,,,정보조회,보통,IT통신법무,수임료,부산서면,최근5년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (부산서면) (IT통신법무) 분야의 (수임료)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0230,노동법 위반 신고하고 싶어요 알려주세요
(경남)에서 (지적재산권) 전문 로펌을 어디서 찾을 수 있나요?,,,,정보조회,쉬움,지적재산권,고객만족도,경남,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,쉬움,(경남)에서 (지적재산권) 전문 로펌을 어디서 찾을 수 있나요?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0231,급하게 노동법 위반 신고하고 싶어요
법무법인 동래에서 (계약법무) 사건의 (고객만족도)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,계약법무,고객만족도,김해,2024년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (계약법무) 사건의 (고객만족도)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0232,급하게 노동법 위반 신고하고 싶어요 도움주세요
(의료헬스케어법무) 사건의 (시설규모) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,의료헬스케어법무,시설규모,부산,2019-2023년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(의료헬스케어법무) 사건의 (시설규모) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0233,급하게 노동법 위반 신고하고 싶어요 상담받고 싶어요
(노동법무) 사건의 (전문성) 기준과 (부울경) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,노동법무,전문성,부울경,최근5년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,(노동법무) 사건의 (전문성) 기준과 (부울경) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0234,급하게 노동법 위반 신고하고 싶어요 문의드려요
(개인정보보호) 관련 (브랜드인지도) 통계를 (2019-2023년) 기간으로 정리해주세요.,,,,정보조회,보통,개인정보보호,브랜드인지도,울산,2019-2023년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(개인정보보호) 관련 (브랜드인지도) 통계를 (2019-2023년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0235,급하게 노동법 위반 신고하고 싶어요 알려주세요
(부울경)에서 (조세법무) 전문 변호사의 (서비스품질)와 (법원행정처) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,조세법무,서비스품질,부울경,2024년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(부울경)에서 (조세법무) 전문 변호사의 (서비스품질)와 (법원행정처) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0236,전문적으로 노동법 위반 신고하고 싶어요
(건설인프라법무) 사건의 (고객만족도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,건설인프라법무,고객만족도,부산,2025년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,(건설인프라법무) 사건의 (고객만족도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0237,전문적으로 노동법 위반 신고하고 싶어요 도움주세요
(지적재산권) 사건의 (전문성) 기준과 (창원) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,지적재산권,전문성,창원,최근3년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,(지적재산권) 사건의 (전문성) 기준과 (창원) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0238,전문적으로 노동법 위반 신고하고 싶어요 상담받고 싶어요
(계약법무) 사건의 (성공보수) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,계약법무,성공보수,부산해운대,10년추세,부산법원,KO 0.9 : EN 0.1,거래상담,보통,(계약법무) 사건의 (성공보수) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0239,전문적으로 노동법 위반 신고하고 싶어요 문의드려요
(부울경)에서 (의료헬스케어법무) 전문 변호사의 (착수금)와 (KISDI) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,의료헬스케어법무,착수금,부울경,2025년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(부울경)에서 (의료헬스케어법무) 전문 변호사의 (착수금)와 (KISDI) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0240,전문적으로 노동법 위반 신고하고 싶어요 알려주세요
(지적재산권) 관련 (시장점유율) 통계를 (최근3년) 기간으로 정리해주세요.,,,,정보조회,보통,지적재산권,시장점유율,부산,최근3년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(지적재산권) 관련 (시장점유율) 통계를 (최근3년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0241,신속하게 노동법 위반 신고하고 싶어요
(환경법무) 사건의 (해결율) 기준과 (부산서면) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,환경법무,해결율,부산서면,10년추세,KISDI,KO 0.9 : EN 0.1,거래상담,보통,(환경법무) 사건의 (해결율) 기준과 (부산서면) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0242,신속하게 노동법 위반 신고하고 싶어요 도움주세요
(2019-2023년) 기준 (김해) (부동산법무) 변호사 (해결율) 평균은?,,,,거래상담,보통,부동산법무,해결율,김해,2019-2023년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(2019-2023년) 기준 (김해) (부동산법무) 변호사 (해결율) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0243,신속하게 노동법 위반 신고하고 싶어요 상담받고 싶어요
(계약법무) 사건의 (파트너수) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,계약법무,파트너수,경남,2024년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,(계약법무) 사건의 (파트너수) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0244,신속하게 노동법 위반 신고하고 싶어요 문의드려요
(지적재산권) 관련 (지원인력) 통계를 (최근3년) 기간으로 정리해주세요.,,,,정보조회,보통,지적재산권,지원인력,부산,최근3년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(지적재산권) 관련 (지원인력) 통계를 (최근3년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0245,신속하게 노동법 위반 신고하고 싶어요 알려주세요
(창원)에서 (의료헬스케어법무) 전문 변호사의 (변호사인원)와 (대법원) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,의료헬스케어법무,변호사인원,창원,2025년,대법원,KO 0.9 : EN 0.1,정보조회,보통,(창원)에서 (의료헬스케어법무) 전문 변호사의 (변호사인원)와 (대법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0246,정확하게 노동법 위반 신고하고 싶어요
법무법인 동래에서 (형사법무) 사건의 (서비스품질)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,형사법무,서비스품질,김해,10년추세,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (형사법무) 사건의 (서비스품질)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0247,정확하게 노동법 위반 신고하고 싶어요 도움주세요
(계약법무) 사건의 (고객대응품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,계약법무,고객대응품질,부산,2019-2023년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,(계약법무) 사건의 (고객대응품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0248,정확하게 노동법 위반 신고하고 싶어요 상담받고 싶어요
(계약법무) 사건의 (해결율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,계약법무,해결율,부산,2025년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,(계약법무) 사건의 (해결율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0249,정확하게 노동법 위반 신고하고 싶어요 문의드려요
(최근5년) 기준 (부산연제구) (건설인프라법무) 분야의 (지원인력)를 알려줘.,,,,정보조회,보통,건설인프라법무,지원인력,부산연제구,최근5년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (부산연제구) (건설인프라법무) 분야의 (지원인력)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0250,정확하게 노동법 위반 신고하고 싶어요 알려주세요
법무법인 동래에서 (IT통신법무) 사건의 (시간당비용)와 서비스 내용을 상담받고 싶습니다.,IT통신법무,부산,,거래상담,보통,IT통신법무,시간당비용,부산,2025년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (IT통신법무) 사건의 (시간당비용)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0251,신속하게 창원에서 IT통신법무 부산에서 교통사고 변호사를 찾고 있어요 상담받고 싶어요
(부산)에서 (IT통신법무) 전문 변호사의 (브랜드인지도)와 (부산지법) 정보를 종합해서 설명해주세요.,IT통신법무,부산,,정보조회,보통,IT통신법무,브랜드인지도,부산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(부산)에서 (IT통신법무) 전문 변호사의 (브랜드인지도)와 (부산지법) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0252,IT통신법무 전문가 부산에서 교통사고 변호사를 찾고 있어요
(부산)에서 (계약법무) 전문 변호사의 (변호사인원)와 (부산지법) 정보를 종합해서 설명해주세요.,,부산,,정보조회,보통,계약법무,변호사인원,부산,최근3년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(부산)에서 (계약법무) 전문 변호사의 (변호사인원)와 (부산지법) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0253,창원 지역 부산에서 교통사고 변호사를 찾고 있어요
(2025년) 기준 (부산) (환경법무) 분야의 (시설규모)를 알려줘.,,부산,,정보조회,보통,환경법무,시설규모,부산,2025년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(2025년) 기준 (부산) (환경법무) 분야의 (시설규모)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0254,부산에서 교통사고 변호사를 찾고 있어요 법무법인 동래에서
(조세법무) 사건의 (전문성) 기준과 (김해) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,조세법무,김해,,거래상담,보통,조세법무,전문성,김해,팬데믹이후,부산변협,KO 0.9 : EN 0.1,거래상담,보통,(조세법무) 사건의 (전문성) 기준과 (김해) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0255,정확하게 김해에서 조세법무 이혼 절차와 비용이 궁금합니다 문의드려요
(조세법무) 관련 (수임료) 통계를 (최근5년) 기간으로 정리해주세요.,조세법무,,,정보조회,보통,조세법무,수임료,경남,최근5년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(조세법무) 관련 (수임료) 통계를 (최근5년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0256,조세법무 전문가 이혼 절차와 비용이 궁금합니다
(김해)에서 (부동산법무) 전문 변호사의 (파트너수)와 (부산법원) 정보를 종합해서 설명해주세요.,,김해,,정보조회,보통,부동산법무,파트너수,김해,최근3년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(김해)에서 (부동산법무) 전문 변호사의 (파트너수)와 (부산법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0257,김해 지역 이혼 절차와 비용이 궁금합니다
